image,slice,bjd_tdb,hours_since_first_image,raw_relative_brightness_10_comparisons,raw_relative_brightness_error,working_relative_brightness_7_comparisons,adopted_relative_brightness,condition_model_baseline,review_point,review_reason,condition_model_fit_eligible,used_in_primary_curve,primary_exclusion_reason,airmass,sky_counts_per_pixel,target_width_pixels,target_x_fits,target_y_fits,comparison_counts,meridian_side
TOI_3505.01_50.000s_R-0044_aligned.fits,44,2459782.6308108456,0.7818248346,1.0026828372,0.0016218775,1.0010921988,1.0026341647,1.0000485446,False,,True,True,,1.1841464047,473.2364315464,20.5265322960,1844.3006006664,1742.4802881402,8207502.8524868637,0.0000000000
TOI_3505.01_50.000s_R-0045_aligned.fits,45,2459782.6315640048,0.7999006547,1.0020778626,0.0016283311,1.0006436275,1.0020292195,1.0000485446,False,,True,True,,1.1817587787,475.3979229543,19.6144182855,1847.2689331592,1743.1370391654,8175267.0045703361,0.0000000000
TOI_3505.01_50.000s_R-0046_aligned.fits,46,2459782.6323167402,0.8179663047,1.0024023114,0.0016898374,1.0005005752,1.0023536525,1.0000485446,False,,True,True,,1.1794022653,488.4715459373,20.0822336899,1849.4357352267,1744.3076398313,7863059.2312586987,0.0000000000
TOI_3505.01_50.000s_R-0047_aligned.fits,47,2459782.6330703092,0.8360519595,1.0007482455,0.0016948003,0.9984626431,1.0006996669,1.0000485446,False,,True,True,,1.1770727082,490.2159590708,19.2709203780,1849.0346004994,1743.7035386863,7841378.5302174967,0.0000000000
TOI_3505.01_50.000s_R-0048_aligned.fits,48,2459782.6338234944,0.8541284055,1.0002149162,0.0016403697,0.9984628782,1.0001663635,1.0000485446,False,,True,True,,1.1747736562,472.7175181735,20.0978546889,1853.6420025839,1742.5939422767,8075116.6027959604,0.0000000000
TOI_3505.01_50.000s_R-0049_aligned.fits,49,2459782.6345768599,0.8722091764,1.0026977529,0.0016398996,1.0016411041,1.0026490797,1.0000485446,False,,True,True,,1.1725031355,471.2928127045,19.5027018866,1847.4159745930,1742.2932638507,8078420.3872354319,0.0000000000
TOI_3505.01_50.000s_R-0050_aligned.fits,50,2459782.6353294998,0.8902725354,0.9946589946,0.0015958996,0.9938774109,0.9946107116,1.0000485446,False,,True,True,,1.1702636119,458.9511184206,20.1164668913,1845.7740980913,1744.5960262698,8267904.5060332399,0.0000000000
TOI_3505.01_50.000s_R-0051_aligned.fits,51,2459782.6360830753,0.9083583467,1.0047302022,0.0016388620,1.0047621771,1.0046814303,1.0000485446,False,,True,True,,1.1680499264,469.9544985985,19.8308198918,1837.3908346723,1742.7785065343,8083242.4548101183,0.0000000000
TOI_3505.01_50.000s_R-0052_aligned.fits,52,2459782.6368365102,0.9264407828,0.9971082864,0.0016837753,0.9965789946,0.9970598845,1.0000485446,False,,True,True,,1.1658650564,480.4955775863,19.8161176095,1846.9029964170,1742.9254444380,7838913.0501503060,0.0000000000
TOI_3505.01_50.000s_R-0053_aligned.fits,53,2459782.6375896996,0.9445173293,0.9961467799,0.0016079516,0.9940260879,0.9960984247,1.0000485446,False,,True,True,,1.1637090631,462.5133572033,19.5339576853,1846.6495188761,1745.2045261712,8212855.0837010741,0.0000000000
