duration_label,duration_hours,midpoint_hours_since_first_image,event_coverage_fraction,depth_ppt,depth_error_ppt,depth_snr,upper_limit_ppt,in_event_points,baseline_points_before,baseline_points_after,reduced_chi_square,residual_scatter_ppt
SPOC multi-sector,2.7111916374936995,2.803438299366666,0.9999999999999999,-1.353862408024667,0.40908875347420354,-3.3094588803210385,-0.1265961476020565,149,77,37,2.8987486902639783,2.4930998189731977
SPOC multi-sector,2.7111916374936995,2.836771632699999,0.9999999999999999,-1.4525927213936558,0.4146621669756184,-3.5030751225468473,-0.20860622046680066,149,79,35,2.8847057258603392,2.448113703600698
SPOC multi-sector,2.7111916374936995,2.870104966033333,1.0000000000000002,-1.7468555566060189,0.41803850170157897,-4.178695382113463,-0.4927400515012821,148,81,34,2.830746863223355,2.4593593181827997
SPOC multi-sector,2.7111916374936995,2.903438299366666,1.0000000000000002,-1.6636265277313695,0.4303237115009404,-3.8659885181059424,-0.37265539322854835,148,83,32,2.856646891422896,2.475512384274104
SPOC multi-sector,2.7111916374936995,2.9367716326999993,1.0000000000000002,-1.7583434817108972,0.4416157572841734,-3.981613999745549,-0.433496209858377,149,84,30,2.8472503288879403,2.535998758360531
SPOC multi-sector,2.7111916374936995,2.9701049660333325,1.0000000000000002,-1.9292707448455664,0.4508597028786194,-4.279093324437038,-0.5766916362097083,149,86,28,2.8221100631111296,2.527844360177954
SPOC multi-sector,2.7111916374936995,3.003438299366666,0.9999999999999999,-1.9890394213621618,0.45932390202976486,-4.330363415821695,-0.6110677152728672,149,88,26,2.817641213689493,2.4988956615571123
SPOC multi-sector,2.7111916374936995,3.0367716326999994,0.9999999999999999,-1.9550577894409744,0.46588802217194875,-4.196411361525424,-0.5573937229251282,149,90,24,2.8292339234065347,2.496111529032754
SPOC multi-sector,2.7111916374936995,3.0701049660333326,0.9999999999999999,-1.7596034638552114,0.4718694309266497,-3.7290049927577003,-0.34399517107526245,147,92,24,2.867497437319662,2.5057902852224525
SPOC multi-sector,2.7111916374936995,3.103438299366666,0.9999999999999999,-1.6363651990203374,0.48406932625037113,-3.380435632424216,-0.18415722026922388,147,94,22,2.893677704881288,2.377871834784324
SPOC multi-sector,2.7111916374936995,3.1367716326999995,1.0000000000000002,-1.5023956911817018,0.5034296842716173,-2.984320825966847,0.00789336163315002,148,95,20,2.9208078587243174,2.385844190357328
