ID,GAIA,ra,dec,dstArcSec,Tmag,delta_tmag,flux_ratio_to_target,eclipse_fraction_needed_simple,screening_verdict
390988385,1.8245613778917194e+18,297.04346734277,18.6989063168931,0.0404539033979641,10.9372,0.0,1.0,0.00291,bright enough to mimic the catalog depth in simple full-throughput arithmetic
1845606917,1.8245613821994957e+18,297.041951559033,18.6982800902179,5.677183358408272,20.1042,9.166999999999998,0.00021537733556621793,13.511170951900452,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606910,1.824561382199064e+18,297.043938044743,18.700436264738,5.702144630098885,19.5623,8.6251,0.00035478071121764306,8.202249750310797,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606914,1.8245613821994885e+18,297.045347126143,18.6988892237034,6.381124496748039,18.7395,7.802299999999999,0.0007569723216336029,3.844262091010147,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606911,1.824561382199064e+18,297.044296455521,18.7005972945904,6.674515597050313,18.4827,7.5455000000000005,0.0009589589129147383,3.0345408555149747,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606912,1.824561382199064e+18,297.044633903187,18.700524852659,7.015634166554065,17.6657,6.7285,0.0020351667563669085,1.4298582614403577,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606419,1.824561176040633e+18,297.043605510731,18.6968835378833,7.322992600427026,17.7327,6.7955000000000005,0.0019133745805423,1.520873136704487,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606916,1.8245613821994929e+18,297.042465063847,18.6970350614914,7.591964257968216,19.6464,8.7092,0.00032833713174474353,8.862841630298146,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606880,1.8245613821985912e+18,297.041683179669,18.697334739428,8.348535715278048,18.726,7.788799999999998,0.0007664432433341239,3.7967586319126987,too faint to mimic the catalog depth even in a total eclipse under the simple screen
390988375,1.824561377897561e+18,297.045437934591,18.7003365530501,8.425224133951067,16.9521,6.014900000000001,0.003926811010000651,0.7410593462707841,bright enough to mimic the catalog depth in simple full-throughput arithmetic
1845606879,1.824561382198591e+18,297.041381696127,18.6973752051444,9.038240523039834,20.1476,9.2104,0.00020693788210048557,14.062190887731965,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606408,1.8245611760401441e+18,297.045809696357,18.6970325764228,10.450042348848898,18.4759,7.538699999999999,0.0009649837499263005,3.015594822422914,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606443,1.8245611760415675e+18,297.044966589358,18.6962304184124,10.916452169246496,20.5927,9.6555,0.00013734093509770002,21.188147568166166,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606885,1.8245613821986033e+18,297.040239361493,18.6992463923986,11.101536767504893,19.333,8.395799999999998,0.00043820769542885667,6.64068666606162,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606915,1.8245613821994926e+18,297.043680979744,18.7020888433028,11.450788788798324,19.9202,8.983,0.00025515260109096674,11.404939583439832,too faint to mimic the catalog depth even in a total eclipse under the simple screen
390988378,1.8245613778927089e+18,297.040173048187,18.7000526520513,11.985709528943614,14.9568,4.019599999999999,0.024669480270775836,0.11795951791685162,bright enough to mimic the catalog depth in simple full-throughput arithmetic
1845606937,1.8245613822000973e+18,297.03975881451,18.6994965872269,12.847843469893776,20.5403,9.603099999999998,0.00014413186292930438,20.189845193545672,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606440,1.8245611760414164e+18,297.043553668504,18.695276778044,13.09667732094386,20.6201,9.6829,0.00013391832231998013,21.72966289890445,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606439,1.8245611760414147e+18,297.045500611795,18.6956840759548,13.522889525877188,20.8698,9.9326,0.00010640450115437353,27.348467108342724,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606430,1.8245611760410506e+18,297.047234353138,18.6966707613062,15.148130763292484,19.1127,8.1755,0.0005367845410255124,5.421169533758412,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606884,1.8245613821986022e+18,297.042937287821,18.7030972349816,15.171269254286372,17.5434,6.606199999999998,0.0022778231370740054,1.2775355349748805,too faint to mimic the catalog depth even in a total eclipse under the simple screen
390988357,1.8245613778927027e+18,297.045746077129,18.7026192885245,15.42239953456375,17.3108,6.3736,0.002822019432552989,1.0311764569840038,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606919,1.8245613821994982e+18,297.041419884839,18.7028360477748,15.764326309678848,19.73,8.7928,0.00030400449141637615,9.57222699718062,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606386,1.8245611717611958e+18,297.048131139345,18.6993821008397,15.963102164864791,18.0862,7.149000000000001,0.001381656231167327,2.106167897886881,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606931,1.8245613821998464e+18,297.045231032606,18.7031088060357,16.243895841603525,20.8052,9.867999999999999,0.0001129275744209417,25.768728452033045,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606941,1.8245613822396605e+18,297.038699385053,18.6992029539578,16.32132539288657,19.7222,8.785,0.00030619634336906756,9.503705916214976,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606920,1.8245613821994982e+18,297.041786401419,18.7031758094065,16.388615742328245,20.3899,9.4527,0.00016554649874608933,17.578142830210368,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606378,1.8245611717611336e+18,297.043685576868,18.6943570157945,16.420702288748938,18.3021,7.364899999999999,0.0011325046659666305,2.5695258372434324,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606882,1.8245613821985981e+18,297.039505684002,18.6961864547389,16.724686566161072,18.8312,7.893999999999998,0.0006956647535283527,4.183049357094386,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606881,1.824561382198595e+18,297.044725770371,18.7034855168982,17.00028038175089,19.3111,8.373899999999999,0.0004471363733484771,6.50808159087537,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606921,1.8245613821994988e+18,297.039936465009,18.6953471938372,17.62271768164622,20.412,9.474799999999998,0.00016221088733366792,17.93960965156505,too faint to mimic the catalog depth even in a total eclipse under the simple screen
390988347,1.8245613778927086e+18,297.04242199477,18.7037282921783,17.700188305219594,14.1089,3.1716999999999995,0.05386665405020958,0.05402228988062937,bright enough to mimic the catalog depth in simple full-throughput arithmetic
1845606913,1.8245613821990646e+18,297.047499483922,18.7020630168873,17.79747480326571,19.7559,8.8187,0.0002968383439424834,9.80331570830975,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606382,1.8245611717611648e+18,297.045987046392,18.6944401862666,18.24047248804568,17.9807,7.043499999999998,0.0015226496955679395,1.9111421415380685,too faint to mimic the catalog depth even in a total eclipse under the simple screen
1845606409,1.824561176040145e+18,297.048253886057,18.7012273774365,18.297536678163695,19.5464,8.609199999999998,0.00036001450594230403,8.083007634326703,too faint to mimic the catalog depth even in a total eclipse under the simple screen
