slice,bjd_tdb,orbital_phase,historical_schedule_window_fraction,used_in_primary_ground_curve,tic_390988375_relative_brightness,tic_390988378_relative_brightness,tic_390988347_relative_brightness,tic_390988410_relative_brightness,tic_390988435_relative_brightness,tic_390988436_relative_brightness,tic_390988374_relative_brightness,tic_390988358_relative_brightness,tic_390988400_relative_brightness,tic_1845606942_relative_brightness,tic_390988325_relative_brightness,tic_390988426_relative_brightness,tic_390988448_relative_brightness,tic_390988407_relative_brightness,tic_390988312_relative_brightness,tic_390988462_relative_brightness,tic_390988315_relative_brightness,tic_390988392_relative_brightness,tic_390988472_relative_brightness,tic_390988304_relative_brightness,tic_390988341_relative_brightness,tic_390988440_relative_brightness,tic_390988463_relative_brightness,tic_390988452_relative_brightness,tic_390988307_relative_brightness,tic_390988399_relative_brightness,tic_390988366_relative_brightness,tic_390988316_relative_brightness,tic_390988286_relative_brightness,tic_390988425_relative_brightness,tic_390988421_relative_brightness,tic_390988342_relative_brightness,tic_390988456_relative_brightness,tic_390988350_relative_brightness,tic_390988287_relative_brightness,tic_1845610104_relative_brightness,tic_1845609659_relative_brightness,tic_390988444_relative_brightness,tic_390988453_relative_brightness,tic_390988278_relative_brightness,tic_390988513_relative_brightness,tic_1845606364_relative_brightness,tic_1845606859_relative_brightness,tic_1845607076_relative_brightness
263,2459782.7958915341,0.3163223720,0.0000000000,True,0.3817452941,0.8841142223,0.8868435395,,0.0448617395,1.2165305138,2.9691884930,0.6875208804,,,1.2431559952,1.0638765550,1.1383100777,2.8183170539,0.8316809682,0.7552356139,1.0334283445,0.7004931673,0.8573031468,0.9232111373,0.7759878622,,1.0280855575,1.1738568234,,0.9645794953,,0.8765076898,1.0142008435,1.1765951713,5.0056033770,0.8395318111,,1.0370583963,1.4495613599,1.0991380368,0.8267919979,0.9868493256,1.1796368635,0.9091255639,,,0.7368803693,0.7865427547
264,2459782.7966453354,0.3165809521,0.0000000000,True,0.7619481862,0.3684921169,0.7394437184,,,0.7766098467,0.7085051833,0.7578382896,,,0.8420687185,0.7565571244,1.4364599494,3.7174577849,0.4041271545,2.0147348567,0.8828681327,1.3619798967,,0.2863570422,0.9113793330,0.9150024564,1.5508403066,1.0889076047,3.3385274694,1.0611250092,,1.0131081815,0.9919598291,0.3279736037,6.2488410304,0.8904793418,,0.9501052659,1.1169595922,0.8325022416,0.7604542183,0.9768683109,1.1648741012,1.0658644355,,1.4267542132,0.8593289508,1.0715404355
265,2459782.7973991074,0.3168395222,0.0000000000,True,1.3474057055,0.3167472141,0.8575222035,5.1269874623,0.6894085708,0.8531899375,,1.1053630242,,3.3543109676,0.4631352502,0.7642148154,1.0397533812,,0.5194261023,1.5204599865,,1.5478662535,,0.5178783587,0.8645506626,0.4399815621,0.4252114994,0.9281752537,,1.0400620349,,1.1024814334,0.9387544806,0.6088003098,,0.9616727950,0.7239258279,0.8779409075,0.4881299320,0.8388259007,0.8558287850,0.8893878142,0.9116999861,0.5681204337,,2.4776009282,0.9913525240,0.9189743511
266,2459782.7981529119,0.3170981035,0.0000000000,False,1.1380617508,,0.8536410166,,0.2757684873,0.5276236229,,0.4042004271,,2.6174380942,0.7219383378,2.2396421765,,15.5684941620,0.5468139847,1.8105032854,0.6295844658,1.6522767202,1.9130909907,,0.1915636838,,2.4498061180,1.0856923923,7.0576320126,0.9582327249,,1.0362696927,0.8980696073,0.1282914065,8.5499114455,1.0322530967,,1.1071906430,1.6321970575,0.6849023494,0.8487871253,0.9258959754,1.0150769206,0.2904671491,,,0.9826766751,1.0551103498
267,2459782.7989072786,0.3173568775,0.0000000000,False,0.5910947045,0.4881747133,0.7823105085,,0.5877448004,0.5638361044,1.6074894836,0.6725461520,,5.1314649307,0.5818915641,0.8276208274,0.3060087307,0.0794049610,0.1157815428,2.4087824314,1.9256891723,2.9364038334,,,0.3936425182,1.4047276194,1.5175389597,1.0731805043,1.4959824891,1.0658768326,,0.9738876877,0.8923573510,,11.1218663652,0.8051806077,,1.1606917554,2.0979315889,0.6161135739,0.7468184574,0.9819122998,1.0904216688,1.2960699667,,,0.4884549943,1.1250939694
268,2459782.7996603507,0.3176152075,0.0000000000,False,1.3900301745,,0.9392498057,,0.3730091035,1.2115399134,1.3034894929,0.7458791533,,,0.8427843312,2.1646693842,,5.9338834021,1.0123660388,0.4446308370,2.0947897770,1.6175230716,,,0.8639129988,,0.5364918244,1.1611625883,5.3715173910,1.3351780737,,0.0211979966,0.9991474961,1.2906189701,4.5634347688,0.7863048172,,0.4882874609,1.9959243865,1.1068774162,1.0326414811,0.9925442294,0.8516324391,0.2879821685,,,0.9028394041,0.6784164697
269,2459782.8004136644,0.3178736204,0.0000000000,False,2.2383341986,0.3042423330,0.8660416704,,0.6747950911,1.2717989493,0.2912722927,0.6204567190,2.3437628399,,0.6835887462,0.4342871368,2.2866261659,,1.0266461626,0.7695213967,0.4673333596,1.9128319159,0.4425922638,0.3219874312,0.9996929498,,0.4386862733,1.2852233456,1.6537996416,1.0007689675,,1.1091564948,0.9509387483,1.5365713329,,0.9084604065,,0.5694890781,0.9857099322,1.0092654961,1.1879829822,1.0377090307,0.7415600296,0.9679484968,,,1.1575462900,0.6666811098
270,2459782.8011668329,0.3181319834,0.0000000000,False,1.9377800348,0.4301078302,0.9457078687,,2.2978504273,10.0385448977,,0.9565907563,21.0506630180,,,3.2945742015,5.4377890702,8.7765153754,0.2319840448,0.5944577358,1.8558228597,2.1889485684,,0.3392220405,0.9226682340,,,1.3143518713,10.2723722248,1.3547701268,,0.9995859284,0.9735166568,2.1536874972,3.3027035149,0.9572435770,,0.2876709283,,1.2240278304,1.1435677384,0.8518226807,0.6526457091,0.9212905588,2.2993490446,,1.3968386671,0.4690505915
271,2459782.8019205416,0.3183905318,0.0000000000,False,2.2706818215,0.5773224892,0.7176698732,,,0.5314985623,,0.3767622288,,0.6004478853,0.3441952130,1.0009879353,0.7534826806,11.1376659694,1.0513150119,1.4257549384,1.0182656771,2.2459677027,0.0847810493,1.0724070730,0.9357709031,3.1107306868,0.2439616537,0.6190446977,1.8522280909,0.6872987012,,0.5198068947,0.8735795029,0.3703608588,,1.0117718298,,0.6326006490,1.1815705339,0.8614251223,0.8379442240,0.7825331675,0.5635188842,1.1975057612,2.8337142145,3.8329181478,1.1033082199,0.7193522613
272,2459782.8026749203,0.3186493100,0.0000000000,True,1.1180836641,0.4034190602,0.7739992229,,,0.5155680921,,0.4718011060,,,0.6899291224,0.3864237707,,,0.8912343707,1.1542588862,,,1.5865362837,1.0505798272,0.9763161651,,1.6168661343,1.3161537407,,0.9713460071,,0.4939737593,0.9601904439,0.2089684863,,0.9767517652,,1.0208303793,0.7565352943,0.8071726831,0.7663505956,0.9282952011,1.0260434583,1.2630784868,,1.1464524579,1.1085825070,1.0958721319
273,2459782.8034281861,0.3189077064,0.0000000000,False,1.7378986743,,0.6944001309,,0.0265258689,1.2619451178,,1.0243353573,,1.0079518206,0.6121643151,1.5122871200,,4.2256211586,1.1100598024,2.0691304939,0.8040477301,0.9111399271,,0.9626445170,0.6286354685,2.7663375402,,1.0008480465,0.2499692165,1.2311373204,,1.5926609183,0.9429712556,0.9413149277,2.7760851312,0.8548805949,,0.5671154131,0.4223911522,0.9958229701,1.0978851826,1.0000000000,0.8560456743,1.1171695197,,,1.1103165783,0.7270514443
274,2459782.8041823604,0.3191664145,0.0000000000,True,0.4868849804,1.2788552285,0.7915691064,1.4478342896,0.5527665246,1.1445879496,0.1757846709,0.5209038279,,3.1453643140,0.7585748077,1.0413030623,0.3719755159,5.6205799072,1.3903523141,2.6321839964,2.2313011832,1.4176408439,,1.0377670326,0.8489981439,,0.5365059899,0.8836583158,1.9765906406,1.2050211028,,0.4600066463,1.0135616380,0.3200520631,1.6148404216,0.8247841238,,0.8055197012,1.5533098161,1.1880845458,0.9079503539,1.0092064776,1.0729946383,0.7098397863,,,0.9035332988,0.7598638178
275,2459782.8049353827,0.3194247274,0.0000000000,False,1.2564645202,0.7704938036,0.6799779350,,,1.3479638884,,0.3967948039,7.7904754794,7.0807796193,0.6869839321,,1.1999083965,2.0362231657,1.0305512095,1.2232389959,,1.0758103558,,0.8383429777,1.3072247464,,0.9096189349,0.9894123533,,0.9525976468,,0.8191626696,1.0128304076,1.8146319245,,0.7999852182,,0.6792507040,1.3361954840,1.1521097771,1.0607031361,0.9284136383,0.8983474613,1.0948244081,,1.2576343668,0.9971849325,0.7177575288
276,2459782.8056891970,0.3196833120,0.0000000000,False,0.8549517583,0.8787610962,0.6496781874,,,0.9359541866,1.0529715237,0.5316666966,,5.0912007327,1.2062549331,4.0526316269,2.4536610774,4.8224688422,1.7809150433,1.8672992276,,0.3038327122,,,1.0726556049,,1.7512266092,1.0084470590,5.2662194471,0.8833068982,,1.7064312815,0.9745732745,1.0628502233,,0.8545445958,,1.0399995083,,0.9132723510,0.7571671069,0.9323165514,1.0000000000,1.0018361585,1.6345924283,3.9348939007,0.9270748008,0.9650296781
277,2459782.8064434510,0.3199420474,0.0000000000,False,0.9054844002,0.9115985206,0.6694921569,,,0.6114225262,,0.6888199411,29.1272393984,6.7498441477,0.5970320788,0.9705961469,2.6475957403,17.1920198753,0.8510953570,0.8094512273,1.5148702646,0.6216068676,1.7785917972,,0.7094471178,,0.0101345918,1.1427210676,,0.9229343189,,0.0296973905,0.9161099136,,12.2534513437,0.8171010528,,0.9995993724,,0.7522359746,0.6763439813,0.8177995903,1.0075943772,1.0253370010,,1.6623143984,1.1222841239,1.0961936325
278,2459782.8071970316,0.3202005518,0.0000000000,True,1.5930773641,0.2824718069,0.7869883375,,0.6224954586,0.9055939338,0.4552982505,0.8105059385,,,0.7309457015,0.8721746900,,4.7291991744,0.6738787206,1.5545802575,0.8138155646,0.0175537060,1.5813065310,0.6783734150,0.8597396925,,,0.6530712044,,1.0381517534,,0.8000176763,0.9548973913,0.1133188693,0.9902971659,0.8828538997,,0.7704880045,1.3524534169,0.9473983752,1.0145536299,0.9496654090,0.8893827342,1.0174514661,,,0.9974528354,0.8009599410
279,2459782.8079504250,0.3204589920,0.0000000000,True,1.3027868156,1.2082491182,0.7722990953,,,0.6150309965,0.5016844222,0.4573614863,,0.4913964972,0.4042841416,1.5344610573,0.1944287946,7.6602202124,1.2450015948,1.3555519307,3.1710907708,,,0.6539329905,0.6868786942,,1.0239105090,1.3808703006,2.6543990653,0.9266555002,,0.0480153148,0.9054395071,0.8412091765,,0.8588568636,,0.7032874402,1.5150416613,0.9623022103,0.9276502166,0.9317115604,0.9639056364,0.8720852228,1.4896889209,0.6839723301,0.8796675046,0.7566218178
280,2459782.8087046882,0.3207177306,0.0000000000,True,0.9227313558,2.0575887668,0.7554241780,,,0.8262767268,0.7200306512,0.1339593917,,4.6386115720,0.8261688249,0.0173204926,0.9227141916,,0.9263590140,,1.8262194586,,0.5138728754,0.1258404419,0.8746642633,,0.3939675388,0.4998444767,0.0657845505,1.1248945651,,0.6121340097,0.9281693923,0.1735247427,2.9763470781,0.8327914713,,0.7506948264,,1.0460474877,0.7961821143,0.8804075133,0.9578566958,0.6573741295,,,0.6982336199,0.7388967732
281,2459782.8094587056,0.3209763848,0.0000000000,False,0.7732795601,1.6062461697,0.9004005849,,,1.1339633758,,0.1110208162,,,0.4303576356,,1.4801606646,0.7353167960,0.5574738900,1.0087143732,1.0411955984,1.4321788902,0.6221424806,0.4877306787,0.7190816625,1.8872347490,1.9150792534,1.4313857073,2.0359429824,0.9941465340,,0.3864568052,0.9435940130,,,0.7654481529,,0.7720838955,1.3858197988,1.0485118513,0.7252593048,0.8296094751,0.8659969812,1.4013028061,,0.0119517418,0.9539063676,0.7504933466
