ID,ra,dec,Tmag,e_Tmag,GAIA,GAIAmag,gaiabp,gaiarp,pmRA,pmDEC,plx,Teff,rad,mass,d,numcont,contratio,disposition,duplicate_id,dstArcSec,delta_tmag,flux_ratio_to_target,eclipse_fraction_needed_simple,delta_tmag_tfop,flux_ratio_to_target_tfop,eclipse_fraction_needed_tfop,deduplication_key,x_zero_indexed,y_zero_indexed,catalog_screen
1845609447,297.0624404720,18.6896472108,17.7131000000,0.0454000000,1824562580510660096.0000000000,18.3476000000,18.8101000000,17.5840000000,-5.6602300000,-8.1733800000,0.2720030000,5651.0000000000,0.8639880000,1.0000000000,3147.3000000000,,,,,72.7678239899,6.7759000000,0.0019482290,1.4936642584,6.2759000000,0.0030877349,0.9424384341,gaia_1.82456258051066e+18,1669.9123879124,1832.0906786212,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988298,297.0616215378,18.7099088734,17.4644000000,0.0505000000,1824562683562796032.0000000000,18.0564000000,18.4775000000,17.3360000000,-3.0657600000,-5.2551100000,0.0973492000,6126.0000000000,1.1836300000,1.1600000000,4226.9800000000,,,,,73.4511877826,6.5272000000,0.0024497400,1.1878811452,6.0272000000,0.0038825763,0.7495023329,gaia_1.824562683562796e+18,1679.9049374782,1630.7291575374,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988280,297.0282240828,18.7133854990,17.4455000000,0.0445000000,1824561450959162880.0000000000,18.0831000000,18.5748000000,17.3436000000,-3.2330500000,-5.6949800000,-0.0081578300,5826.0000000000,1.5099900000,1.0500000000,4910.6400000000,,,,,73.6125933284,6.5083000000,0.0024927573,1.1673819903,6.0083000000,0.0039507541,0.7365682406,gaia_1.824561450959163e+18,1994.8040233779,1599.6279377338,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988281,297.0591590311,18.7129999415,16.9805000000,0.0097000000,1824562894068134912.0000000000,17.6367000000,17.9812000000,16.6725000000,-1.9525500000,-2.8548300000,,,,,,,,,,73.6965854038,6.0433000000,0.0038254277,0.7606992516,5.5433000000,0.0060628943,0.4799687797,gaia_1.824562894068135e+18,1703.4417629292,1600.2545139623,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988390,297.0651141804,18.6984688236,15.1531000000,0.0293000000,1824562653549950720.0000000000,15.9992000000,16.7922000000,15.1218000000,-1.6731500000,-4.5183000000,0.1637590000,4806.0000000000,6.3543000000,,4787.3000000000,,,,,73.8032378436,4.2159000000,0.0205892250,0.1413360628,3.7159000000,0.0326317226,0.0891770269,gaia_1.8245626535499507e+18,1645.7259925240,1744.1030475438,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988507,297.0291808629,18.6833936581,14.1789000000,0.0083000000,1824561141721202688.0000000000,14.9246000000,15.5894000000,14.1261000000,-1.8691900000,-9.6155900000,0.3819820000,4959.0000000000,4.2978100000,,2437.7900000000,,,,,74.1499797056,3.2417000000,0.0505033283,0.0576199648,2.7417000000,0.0800423812,0.0363557400,gaia_1.8245611417212027e+18,1982.4652801241,1897.7243446003,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845606334,297.0365166288,18.6792665678,16.4934000000,0.0143000000,1824561141679478784.0000000000,17.1528000000,17.6699000000,16.3890000000,-1.3055200000,-10.3200000000,0.5467830000,5288.0000000000,0.9134980000,0.9100000000,1768.4300000000,,,,,74.6061671593,5.5562000000,0.0059912853,0.4857054638,5.0562000000,0.0094955473,0.3064594297,gaia_1.8245611416794788e+18,1912.9118315328,1938.0004349869,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845610039,297.0475171771,18.7192852288,17.7056000000,0.0380000000,1824562855388365824.0000000000,18.3407000000,18.8182000000,17.5880000000,-2.5783800000,-4.8250100000,0.4762840000,5407.0000000000,0.6196840000,0.9400000000,2197.4600000000,,,,,74.6197402797,6.7684000000,0.0019617335,1.4833819460,6.2684000000,0.0031091380,0.9359507335,gaia_1.8245628553883658e+18,1813.7758535373,1538.9770596018,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988451,297.0639515160,18.6912962494,16.9976000000,0.0495000000,1824562584830469376.0000000000,17.6491000000,18.1695000000,16.9106000000,-2.8534900000,-5.9759400000,0.0740997000,5912.0000000000,1.8740200000,1.0800000000,4891.8500000000,,,,,75.0151487963,6.0604000000,0.0037656504,0.7727748669,5.5604000000,0.0059681537,0.4875879779,gaia_1.8245625848304694e+18,1655.8676589997,1815.5367926623,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988551,297.0415557520,18.6781447968,15.5787000000,0.0188000000,1824561141679465984.0000000000,16.5446000000,17.4753000000,15.5465000000,-2.5185400000,-2.7708400000,0.0002179300,4548.0000000000,10.4040000000,,7765.2800000000,,,,,75.0553441037,4.6415000000,0.0139123341,0.2091669140,4.1415000000,0.0220495637,0.1319754006,gaia_1.824561141679466e+18,1865.3239430682,1948.6313201235,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988486,297.0258932784,18.6859514220,11.4965000000,0.0162000000,1824561347879635200.0000000000,12.7500000000,14.3463000000,11.5305000000,-1.8142700000,-4.3091500000,0.2334140000,3576.0000000000,51.8542000000,,3736.5700000000,,,,,75.9784877800,0.5593000000,0.5974203336,0.0048709423,0.0593000000,0.9468474197,0.0030733568,gaia_1.8245613478796352e+18,2013.7144776432,1872.6319952848,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845606813,297.0213360693,18.6962343474,17.6645000000,0.0099000000,1824561347837966336.0000000000,18.3126000000,18.6769000000,17.3871000000,-4.6486000000,-3.7341500000,1.1208400000,,,,909.9160000000,,,,,76.1111102972,6.7273000000,0.0020374173,1.4282787967,6.2273000000,0.0032290889,0.9011829967,gaia_1.8245613478379663e+18,2057.7755668090,1770.8610904862,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988222,297.0452887288,18.7200024156,17.4735000000,0.0445000000,1824562924081012736.0000000000,18.1081000000,18.5939000000,17.3687000000,-2.7723200000,-3.9906200000,-0.0163116000,5868.0000000000,1.5118100000,1.0600000000,5019.9200000000,,,,,76.1694967498,6.5363000000,0.0024292936,1.1978791038,6.0363000000,0.0038501708,0.7558106183,gaia_1.8245629240810127e+18,1834.8411234834,1532.0777031085,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988261,297.0280523619,18.7146802373,16.0097000000,0.0180000000,1824561446638819072.0000000000,16.6388000000,17.1552000000,15.9388000000,-4.0153300000,-8.5744000000,0.3410940000,5521.0000000000,1.6392200000,0.9700000000,2714.3000000000,,,,,77.3784382091,5.0725000000,0.0093540567,0.3110949699,4.5725000000,0.0148251809,0.1962876561,gaia_1.824561446638819e+18,1996.5654373401,1586.7724771809,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988303,297.0633634679,18.7094590592,17.4081000000,0.0409000000,1824562683562795776.0000000000,18.1418000000,18.7420000000,17.3064000000,-4.1195400000,-4.0045400000,0.3548380000,5050.0000000000,1.0446600000,0.8400000000,2696.8900000000,,,,,77.7163560687,6.4709000000,0.0025801206,1.1278542723,5.9709000000,0.0040892155,0.7116279366,gaia_1.8245626835627958e+18,1663.4513672000,1635.0186734654,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988521,297.0580957398,18.6820963219,16.5219000000,0.0335000000,1824561107320588032.0000000000,17.1603000000,17.6308000000,16.3969000000,-2.8703400000,-3.3728500000,0.3002230000,5616.0000000000,1.4425800000,0.9900000000,3010.7800000000,,,,,78.4289572274,5.5847000000,0.0058360634,0.4986237826,5.0847000000,0.0092495371,0.3146103378,gaia_1.824561107320588e+18,1709.9833750114,1907.6191789343,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988560,297.0418729639,18.6769526673,16.3535000000,0.0296000000,1824561137374429184.0000000000,16.9787000000,17.4668000000,16.2599000000,-1.0483800000,-2.1136900000,0.2590710000,5751.0000000000,1.7032800000,1.0300000000,3390.8300000000,,,,,79.2495693759,5.4163000000,0.0068152219,0.4269853642,4.9163000000,0.0108013988,0.2694095516,gaia_1.8245611373744292e+18,1862.2038581268,1960.4509288537,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988340,297.0661260292,18.7044238726,16.7247000000,0.0172000000,1824562653549953024.0000000000,17.3079000000,17.7632000000,16.6398000000,-4.9015000000,-7.0721300000,0.4843930000,5831.0000000000,0.7911040000,1.0500000000,1997.1300000000,,,,,79.7412874876,5.7875000000,0.0048417237,0.6010256253,5.2875000000,0.0076736149,0.3792215325,gaia_1.824562653549953e+18,1636.8693246636,1684.7899052195,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988397,297.0201019998,18.6980087917,13.6674000000,0.0125000000,1824561416599123200.0000000000,14.2933000000,14.8270000000,13.6119000000,-6.2365400000,-8.9780400000,0.8383500000,5259.0000000000,2.0937200000,0.9000000000,1154.2000000000,,,,,79.7716492292,2.7302000000,0.0808946872,0.0359726961,2.2302000000,0.1282094390,0.0226972368,gaia_1.8245614165991232e+18,2069.5953508955,1753.3448111176,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988363,297.0668842239,18.7018089669,16.4479000000,0.0084000000,1824562653549950976.0000000000,17.2199000000,17.8340000000,16.2419000000,-22.3735000000,-6.6502400000,,,,,,,,,,80.4983623325,5.5107000000,0.0062476976,0.4657715836,5.0107000000,0.0099019334,0.2938820015,gaia_1.824562653549951e+18,1629.4345812974,1710.7082877616,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988279,297.0252850771,18.7132784303,16.8214000000,0.0209000000,1824561450959165952.0000000000,17.5475000000,18.1780000000,16.7520000000,2.2005600000,2.6202800000,0.4428340000,4925.0000000000,1.1115300000,0.8100000000,2179.0200000000,,,,,80.7564375898,5.8842000000,0.0044291460,0.6570115268,5.3842000000,0.0070197234,0.4145462482,gaia_1.824561450959166e+18,2022.4714405731,1600.9939953774,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988379,297.0671952593,18.6993351316,17.4609000000,0.0076000000,1824562649203009024.0000000000,18.0930000000,18.4512000000,17.1985000000,,,,,,,,,,,,80.8962800934,6.5237000000,0.0024576498,1.1840580342,6.0237000000,0.0038951124,0.7470901130,gaia_1.824562649203009e+18,1626.2265579728,1735.2710803308,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988531,297.0291754474,18.6809146551,16.8320000000,0.0413000000,1824561141679495680.0000000000,17.4741000000,17.9374000000,16.6967000000,-2.4451900000,-3.6998400000,0.2194640000,5699.0000000000,1.5359900000,1.0100000000,3703.8700000000,,,,,81.0985302413,5.8948000000,0.0043861149,0.6634573183,5.3948000000,0.0069515236,0.4186132678,gaia_1.8245611416794957e+18,1982.2423566520,1922.3722355388,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988214,297.0368535361,18.7205881960,17.1007000000,0.0426000000,1824562928427908352.0000000000,17.7069000000,18.1474000000,16.9782000000,-2.5558100000,-4.1704000000,0.0545706000,6053.0000000000,1.7038700000,1.1300000000,5022.3500000000,,,,,81.2288833002,6.1635000000,0.0034245223,0.8497535527,5.6635000000,0.0054275021,0.5361582451,gaia_1.8245629284279084e+18,1914.3404622571,1527.1261336722,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988495,297.0622256333,18.6848694454,16.7164000000,0.0238000000,1824561107361716736.0000000000,17.5406000000,18.2573000000,16.6463000000,-2.2443700000,-3.0269400000,-0.1940400000,5177.0000000000,4.5018900000,,7530.7400000000,,,,,81.5137172217,5.7792000000,0.0048788785,0.5964485526,5.2792000000,0.0077325013,0.3763335948,gaia_1.8245611073617167e+18,1671.3994688892,1879.6148618620,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988529,297.0283603465,18.6811657370,17.5316000000,0.0168000000,1824561141721201920.0000000000,18.3405000000,18.7199000000,17.0315000000,-19.1635000000,0.2262140000,,,,,,,,SPLIT,,82.0943319822,6.5944000000,0.0023027140,1.2637261984,6.0944000000,0.0036495557,0.7973573263,gaia_1.824561141721202e+18,1989.9478210819,1919.9597873870,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988443,297.0204007277,18.6923189717,17.7230000000,0.0209000000,1824561347837962240.0000000000,18.4925000000,18.8427000000,17.2569000000,,,,,,,,,,SPLIT,,82.1915158063,6.7858000000,0.0019305453,1.5073461256,6.2858000000,0.0030597081,0.9510711086,gaia_1.8245613478379622e+18,2066.1531887448,1809.8857051637,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988219,297.0343852965,18.7200600976,16.8730000000,0.0194000000,1824562928427910144.0000000000,17.5016000000,17.9877000000,16.7695000000,-1.2122000000,-4.1167200000,0.5486850000,5358.0000000000,0.7358540000,0.9300000000,1786.6000000000,,,,,82.1947991740,5.9358000000,0.0042235730,0.6889901117,5.4358000000,0.0066939120,0.4347233712,gaia_1.8245629284279101e+18,1937.5252364886,1532.6312830775,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845609669,297.0662993312,18.7064619187,17.5411000000,0.0487000000,1824562683589926400.0000000000,18.2219000000,18.7514000000,17.4334000000,-2.2196500000,-3.8457000000,0.0274136000,5631.0000000000,1.4314600000,1.0000000000,4498.6900000000,,,,,82.4325722485,6.6039000000,0.0022826535,1.2748320959,6.1039000000,0.0036177621,0.8043646739,gaia_1.8245626835899264e+18,1635.4675683285,1664.5088242578,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988240,297.0576517770,18.7175674912,15.9077000000,0.0178000000,1824562894068139008.0000000000,16.6560000000,17.3114000000,15.8420000000,-2.7846700000,-2.3122700000,0.3016460000,4936.0000000000,2.4129100000,,3013.6700000000,,,,,82.7398239718,4.9705000000,0.0102754299,0.2831998304,4.4705000000,0.0162854589,0.1786870130,gaia_1.824562894068139e+18,1718.1499835325,1554.9996987764,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988201,297.0455914481,18.7218949937,17.5763000000,0.0426000000,1824562924081022464.0000000000,18.3286000000,18.9060000000,17.4353000000,-3.0690700000,-5.6700400000,0.0335743000,5098.0000000000,1.6482000000,0.8600000000,4502.2800000000,,,,,83.0454292603,6.6391000000,0.0022098358,1.3168399360,6.1391000000,0.0035023537,0.8308698291,gaia_1.8245629240810225e+18,1832.2031824078,1513.2292835692,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988563,297.0361409757,18.6768798933,17.5625000000,0.0103000000,1824561137374425088.0000000000,18.3476000000,18.9529000000,17.3269000000,,,,,,,,,,,,83.1733101296,6.6253000000,0.0022381026,1.3002084644,6.1253000000,0.0035471536,0.8203760800,gaia_1.824561137374425e+18,1916.1859005200,1961.7684837346,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845609618,297.0678131364,18.7022446206,17.7346000000,0.0467000000,1824562653508826624.0000000000,18.4613000000,19.0309000000,17.6143000000,-3.4540800000,-4.6399300000,0.1763250000,5201.0000000000,1.1799300000,0.8800000000,3639.7400000000,,,,,83.8500112874,6.7974000000,0.0019100292,1.5235369411,6.2974000000,0.0030271922,0.9612868226,gaia_1.8245626535088266e+18,1620.7365665050,1706.2791406843,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988564,297.0515529831,18.6768686591,17.3719000000,0.0475000000,1824561068654946304.0000000000,18.0501000000,18.5377000000,17.2251000000,-5.7026800000,-4.6615600000,0.0855677000,5661.0000000000,1.5582500000,1.0100000000,4560.1900000000,,,,,84.0071494787,6.4347000000,0.0026675956,1.0908699764,5.9347000000,0.0042278542,0.6882924235,gaia_1.8245610686549463e+18,1771.0209853041,1960.2782960764,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988227,297.0563122485,18.7189006147,16.9351000000,0.0347000000,1824562894027076608.0000000000,17.5947000000,18.1248000000,16.8465000000,-1.7861000000,-6.1500900000,0.2710830000,5434.0000000000,1.3417000000,0.9500000000,3228.8700000000,,,,,84.2185665466,5.9979000000,0.0039887792,0.7295465180,5.4979000000,0.0063217891,0.4603127337,gaia_1.8245628940270766e+18,1730.9138218102,1541.8851436384,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988419,297.0189429153,18.6958900908,14.0222000000,0.0157000000,1824561416599122944.0000000000,14.5980000000,15.0711000000,13.9617000000,-3.2780000000,-3.8994600000,0.7518330000,5635.0000000000,1.7733500000,1.0000000000,1282.6900000000,,,,,84.3633540457,3.0850000000,0.0583445104,0.0498761576,2.5850000000,0.0924698174,0.0314697280,gaia_1.824561416599123e+18,2080.2787726725,1774.5287031476,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845606800,297.0262726087,18.6820336398,16.4054000000,0.0471000000,1824561347837931776.0000000000,16.9845000000,17.3710000000,16.2521000000,-2.1854200000,-9.0760600000,0.1040890000,6429.0000000000,2.3109300000,1.3000000000,5216.6800000000,,,,,84.4666894961,5.4682000000,0.0064971067,0.4478916737,4.9682000000,0.0102972202,0.2826005410,gaia_1.8245613478379318e+18,2009.7088846334,1911.5454481318,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845606114,297.0270448788,18.6812089567,17.2806000000,0.0496000000,1824561038600284928.0000000000,17.9834000000,18.5259000000,17.1640000000,-2.9646100000,-5.1687900000,0.0222507000,5621.0000000000,1.8997700000,1.0000000000,5125.3600000000,,,,,84.8658739062,6.3434000000,0.0029016164,1.0028892797,5.8434000000,0.0045987521,0.6327803567,gaia_1.824561038600285e+18,2002.3435185367,1919.6654199937,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988573,297.0398753574,18.6755717042,17.2729000000,0.0260000000,1824561137374418432.0000000000,17.9462000000,18.4789000000,17.1715000000,-9.4593100000,-6.9957600000,0.4041000000,5333.0000000000,0.8766630000,0.9200000000,2393.1300000000,,,,,84.9246398333,6.3357000000,0.0029222677,0.9958019881,5.8357000000,0.0046314822,0.6283085780,gaia_1.8245611373744184e+18,1880.8662457219,1974.3881669087,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988402,297.0184602110,18.6971449418,16.7657000000,0.0067000000,1824561412252426240.0000000000,17.3861000000,17.5171000000,16.2910000000,,,,,,,,,,,,85.5411612312,5.8285000000,0.0046622977,0.6241557690,5.3285000000,0.0073892439,0.3938156665,gaia_1.8245614122524262e+18,2084.9639593860,1762.1015644709,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845609734,297.0679988771,18.7041253227,16.2244000000,0.0417000000,1824562687909689344.0000000000,16.7732000000,17.1934000000,16.1328000000,-1.5652100000,-0.6081140000,0.1494560000,6538.0000000000,2.1769300000,1.3500000000,4732.8000000000,,,,,85.6998960018,5.2872000000,0.0076757355,0.3791167642,4.7872000000,0.0121652209,0.2392065068,gaia_1.8245626879096893e+18,1619.1999389354,1687.5611359597,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988395,297.0687968533,18.6980682864,16.6778000000,0.0152000000,1824562580483544576.0000000000,17.4351000000,18.0795000000,16.5867000000,-4.5503700000,-6.0976700000,0.5165460000,4832.0000000000,1.0863600000,0.7800000000,1883.6300000000,,,,,86.3974510295,5.7406000000,0.0050554521,0.5756161746,5.2406000000,0.0080123516,0.3631892530,gaia_1.8245625804835446e+18,1611.0018745896,1747.6977093306,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988204,297.0516405786,18.7217747604,16.1312000000,0.0277000000,1824562894068150784.0000000000,16.7572000000,17.2604000000,16.0512000000,-3.0186500000,-8.7658900000,0.2601020000,5654.0000000000,1.8965300000,1.0000000000,3375.9700000000,,,,,86.8798079679,5.1940000000,0.0083637299,0.3479308908,4.6940000000,0.0132556186,0.2195295509,gaia_1.8245628940681508e+18,1775.2279356763,1513.7961222076,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988522,297.0255025651,18.6817106452,14.5258000000,0.0105000000,1824561244800418560.0000000000,15.0935000000,15.5551000000,14.4588000000,-2.2586000000,-5.9498700000,1.1720300000,5413.0000000000,0.9218880000,0.9400000000,833.5180000000,,,,,87.1338592689,3.5886000000,0.0366910381,0.0793109202,3.0886000000,0.0581513766,0.0500418076,gaia_1.8245612448004186e+18,2016.9266395076,1914.8359430378,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988284,297.0646001126,18.7125376677,17.3375000000,0.0440000000,1824562683562806272.0000000000,18.1624000000,18.8831000000,17.2551000000,-2.5878300000,-4.5503400000,0.0706263000,4812.0000000000,2.0148700000,,4282.5300000000,,,,,87.1420415583,6.4003000000,0.0027534678,1.0568491172,5.9003000000,0.0043639524,0.6668267125,gaia_1.8245626835628063e+18,1652.1545211937,1604.2802855430,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845610179,297.0548333227,18.7206106755,17.4082000000,0.0385000000,1824562894068145152.0000000000,18.1990000000,18.8196000000,17.2551000000,-1.4995600000,-8.9058400000,0.2780650000,4749.0000000000,1.3616200000,0.7600000000,3111.8900000000,,,,,87.1811226856,6.4710000000,0.0025798829,1.1279581563,5.9710000000,0.0040888389,0.7116934830,gaia_1.8245628940681452e+18,1745.0327497630,1525.0372958636,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845606956,297.0180657817,18.6953695082,17.5797000000,0.0137000000,1824561416557447168.0000000000,18.2905000000,18.7215000000,17.2824000000,-3.3310400000,-6.0852500000,-0.5890410000,,,,6582.3100000000,,,,,87.5837218381,6.6425000000,0.0022029265,1.3209701045,6.1425000000,0.0034914032,0.8334757892,gaia_1.8245614165574472e+18,2088.4831615554,1779.7942827546,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845606973,297.0187939566,18.7059977385,17.1908000000,0.0102000000,1824561416558458368.0000000000,17.8633000000,17.5189000000,16.1720000000,-4.3850200000,-7.7638600000,0.1348890000,,,,3898.5700000000,,,,,87.9421210816,6.2536000000,0.0031518098,0.9232790666,5.7536000000,0.0049952819,0.5825497081,gaia_1.8245614165584584e+18,2082.7991386037,1674.0474637586,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988319,297.0188358324,18.7066253747,12.7074000000,0.0098000000,1824561412252469504.0000000000,13.5567000000,14.3701000000,12.6655000000,1.6279600000,-6.1948400000,0.3306190000,4485.0000000000,11.8963000000,,2781.7400000000,,,,,88.4879704705,1.7702000000,0.1958483874,0.0148584323,1.2702000000,0.3103987760,0.0093750370,gaia_1.8245614122524695e+18,2082.4742019515,1667.8028228678,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845609693,297.0686770892,18.7047863642,17.6038000000,0.0069000000,1824562687868567296.0000000000,18.2399000000,18.6712000000,17.4092000000,0.7350780000,-5.6863900000,0.2458150000,,,,3276.8400000000,,,,,88.4958782236,6.6666000000,0.0021545670,1.3506194169,6.1666000000,0.0034147585,0.8521832407,gaia_1.8245626878685673e+18,1612.8882940035,1680.9174718022,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845609731,297.0693385515,18.7024723378,17.2505000000,0.0502000000,1824562687909686528.0000000000,17.9181000000,18.4201000000,17.1292000000,-1.1812100000,-2.2684000000,-0.0001501670,5785.0000000000,1.8283300000,1.0400000000,5190.6300000000,,,,,89.1153307725,6.3133000000,0.0029831837,0.9754679145,5.8133000000,0.0047280276,0.6154786450,gaia_1.8245626879096865e+18,1606.3981820244,1703.8544637521,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988576,297.0377930102,18.6746310086,17.0674000000,0.0498000000,1824561141679471104.0000000000,17.6926000000,18.1812000000,16.9741000000,-1.1498800000,-3.5209100000,0.0771307000,6089.0000000000,1.7375700000,1.1400000000,4916.1500000000,,,,,89.5412522349,6.1302000000,0.0035311812,0.8240868592,5.6302000000,0.0055965450,0.5199636563,gaia_1.824561141679471e+18,1900.3760635552,1983.9566729151,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988211,297.0562580066,18.7207097827,13.1740000000,0.0159000000,1824562894068142336.0000000000,14.2063000000,15.2994000000,13.1724000000,-2.6112100000,-7.9990300000,0.1388860000,4081.0000000000,27.3229000000,,5627.4700000000,,,,,89.7566421687,2.2368000000,0.1274324404,0.0228356295,1.7368000000,0.2019668072,0.0144083082,gaia_1.8245628940681423e+18,1731.6287533818,1523.9032459421,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845609523,297.0694095722,18.6944410000,17.6263000000,0.0493000000,1824562584830465024.0000000000,18.2758000000,18.7801000000,17.5249000000,-4.0826800000,-5.2948000000,0.0951792000,5738.0000000000,1.2098300000,1.0300000000,4175.5800000000,,,,,89.8882111386,6.6891000000,0.0021103768,1.3789006902,6.1891000000,0.0033447218,0.8700275178,gaia_1.824562584830465e+18,1604.8228798936,1783.6964313485,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
1845609524,297.0698207870,18.6968833523,16.3862000000,0.0198000000,1824562584830466304.0000000000,17.0361000000,17.5082000000,16.2501000000,-1.2015400000,-7.3054700000,0.3545560000,5500.0000000000,1.3845900000,0.9600000000,2641.2400000000,,,,390988404.0000000000,90.1326524267,5.4490000000,0.0066130225,0.4400408440,4.9490000000,0.0104809343,0.2776470024,gaia_1.8245625848304663e+18,1601.2260666233,1759.3706765647,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
390988450,297.0180164840,18.6915753219,16.4830000000,0.0313000000,1824561347879644672.0000000000,17.3368000000,18.1259000000,16.4225000000,-0.7623200000,-4.8095100000,0.2577240000,4576.0000000000,2.5251500000,,3368.2400000000,,,,,90.7490626750,5.5458000000,0.0060489501,0.4810752220,5.0458000000,0.0095869398,0.3035379446,gaia_1.8245613478796447e+18,2088.5290375538,1817.5233252477,bright enough to mimic 2.91 ppt under a total-throughput eclipse calculation with the TFOP -0.5 mag band correction applied
