sector,pipeline,cadence_minutes,quality_zero_points,events_in_sector_fit,depth_ppt,depth_error_ppt,depth_snr,duration_hours,duration_low_hours,duration_high_hours,midpoint_offset_minutes,midpoint_offset_low_minutes,midpoint_offset_high_minutes,residual_scatter_ppt,reduced_chi2,odd_depth_ppt,odd_depth_error_ppt,even_depth_ppt,even_depth_error_ppt,odd_even_difference_ppt,odd_even_difference_sigma,phase_0_5_depth_ppt,phase_0_5_depth_error_ppt,phase_0_5_snr,qlp_crowding_header,depth_interpretation
14,QLP,29.999999999999993,665,7,3.728056189913816,0.41850371610007464,8.90805994425709,1.7999999999999998,1.35,2.05,-10.080000000000004,-15.840000000000003,1.4400000000000013,1.0528337354563462,0.7416589790000172,4.462121718559481,0.632621132056314,3.1568049294621425,0.5580715273527491,1.3053167890973387,1.5473254977434532,0.19904726280314783,0.4048766079990811,0.4916245069994254,,observed depth in normalized QLP aperture flux; no CROWDSAP keyword present
41,QLP,10.0,3526,10,3.0151973418634395,0.20949521536876362,14.392678785317091,2.05,2.0,2.1499999999999995,-4.320000000000004,-5.760000000000005,0.0,1.6588995529243988,0.9647972333418907,3.3698030109375856,0.296506163890801,2.6617145406159715,0.2960363445331666,0.708088470321614,1.6899850881264693,0.3464953240389326,0.20983523457931763,1.6512733180087422,,observed depth in normalized QLP aperture flux; no CROWDSAP keyword present
54,QLP,10.0,2735,9,2.681744156413797,0.29513301527439983,9.086561033913627,2.05,1.9499999999999997,2.1999999999999997,-2.8800000000000026,-5.760000000000005,1.4400000000000013,2.151328410635692,1.117364419424503,2.6116088104614965,0.4363836637505516,2.7457489159371478,0.40151504879110506,-0.13414010547565125,-0.226207186274939,0.10750501298116724,0.277654441645746,0.38718996297682445,,observed depth in normalized QLP aperture flux; no CROWDSAP keyword present
81,QLP,3.3333333333333317,9195,7,3.1297076792807346,0.23957832887691452,13.063400575302659,2.0999999999999996,1.9499999999999997,2.1499999999999995,-1.4400000000000013,-5.760000000000005,0.0,3.146886139373956,0.9743556662605168,3.255051242348719,0.3522167724950101,3.006223863395796,0.33755581643554994,0.24882737895292295,0.5100457739446659,0.277333031855696,0.20770001892474554,1.3352576147630497,,observed depth in normalized QLP aperture flux; no CROWDSAP keyword present
