frame,utc_midpoint,jd_utc,bjd_tdb,shift_x,shift_y,centroid_rms,background,target_x,target_y,header_shift_x,header_shift_y,registration_shift_x,registration_shift_y,flux_T1,flux_C2,flux_C3,flux_C4,flux_C5,flux_C6,flux_C7,flux_C8,flux_C9,flux_C10,flux_C11,flux_C12,flux_C13,flux_C14,flux_C15
TOI 3718.01-0089R_65.fit,2023-10-13T05:19:47.020,2460230.722071991,2460230.7262295997,-0.0,-0.0,,3113.6435546875,1235.59,1895.8,-155.85064208193467,80.55845789059657,-0.0,-0.0,-313.752215763554,-890.8009824077599,995.1530745374039,1042.9753932277672,-399.7204147251323,-1848.398151663132,3237.3997664181516,-858.5261660600081,-744.6579316109419,1467.7197567038238,934.3938638688996,139.06060116365552,1273.0938136670738,1093.982027661521,-3418.422019728925
TOI 3718.01-0090R_65.fit,2023-10-13T05:21:04.720,2460230.7229712964,2460230.7271289714,-0.0,-0.0,,3922.977294921875,1235.59,1895.8,-155.85064208193467,80.55845789059657,-0.0,-0.0,-2917.362408164423,-487.5880187926814,78.82275569392368,5241.6547838714905,1538.0703034847975,1708.2978676194325,-948.4035680382513,-932.0612989296205,-5253.645993154496,2532.5178586766124,1307.468325276859,-2480.1313196714036,2802.955542411655,1479.6216760016978,159.29271887568757
TOI 3718.01-0091R_65.fit,2023-10-13T05:22:22.420,2460230.723870602,2460230.7280283426,-0.0,-0.0,,4160.70654296875,1235.59,1895.8,-155.84194840116692,83.31938608234316,-0.0,-0.0,-3152.5568243423477,-1223.2175319609232,2858.9938695556484,698.6208703545853,-384.06696451688185,1160.5847589760087,3726.0160287688486,-1186.9806646332145,-3999.7877254690975,617.8691155533306,-3884.9507145560347,2839.903477665037,903.6936702225357,-3511.2556778858416,88.30176849383861
TOI 3718.01-0092R_65.fit,2023-10-13T05:23:40.090,2460230.72476956,2460230.7289273664,-0.0,-0.0,,4352.12841796875,1235.59,1895.8,-155.84194840116692,83.31938608234316,-0.0,-0.0,-3749.1459190906025,1256.029816772323,590.9240729752928,1952.769131226465,3673.955536816269,-178.3584363553673,2663.3673514551483,3757.175007448066,-4603.599429483991,-523.3313862667419,25.71531752170995,1905.8124850033782,-2749.672366409097,-1132.0664742966183,-2824.8028393676504
TOI 3718.01-0093R_65.fit,2023-10-13T05:24:57.870,2460230.725669792,2460230.7298276643,-0.0,-0.0,,4491.412109375,1235.59,1895.8,-155.84194840116692,83.31938608234316,-0.0,-0.0,-1885.1491704625078,-775.4351413892582,-1183.4842728949152,3041.2836484145373,3115.0468257418834,1980.1484120977111,643.9759433288127,-279.5057486365549,1058.354852583725,717.1146805211902,782.8166309879161,1519.2584985648282,2859.694233013317,1882.1413059579208,-6794.205169258639
TOI 3718.01-0094R_65.fit,2023-10-13T05:26:15.610,2460230.7265695604,2460230.7307274984,-0.0,-0.0,,5354.62353515625,1235.59,1895.8,-187.06250016596465,83.41769414817678,-0.0,-0.0,-513.9428263856098,-4970.715227347799,4321.263707074337,2967.5097265839577,4091.8248765226454,774.2227372759953,1062.4026657375507,985.2694572731853,-1987.0201059589162,523.7829623399302,6903.239057683386,-1458.449878975749,-1048.4873139541596,5103.80612515565,-9304.660776390694
TOI 3718.01-0095R_65.fit,2023-10-13T05:27:33.350,2460230.727469329,2460230.731627333,-0.0,-0.0,,5809.88232421875,1235.59,1895.8,-187.06250016596465,83.41769414817678,-0.0,-0.0,-1549.0838918918744,-908.8645542878658,711.6225911034271,1895.3505941033363,-63.89362469036132,2120.204257766716,1074.2053242241964,-796.1753751588985,147.86693934630603,3112.3394711613655,-763.6699731787667,541.5730411009863,-432.1532419892028,1703.864890771918,-5825.900212403387
TOI 3718.01-0096R_65.fit,2023-10-13T05:28:51.120,2460230.7283694446,2460230.7325275145,-0.0,-0.0,,6123.302734375,1235.59,1895.8,-187.06250016596465,83.41769414817678,-0.0,-0.0,-2417.6065491503105,2168.7143623586744,1914.5771002052352,3713.9113654093817,-568.8360056085512,-1100.1748150084168,1396.505157949403,1524.7285902416334,-2208.167074896395,-6414.513356874697,4528.233985156752,-1405.6029487485066,-1731.4583348706365,-1968.8546062950045,-407.41919309832156
TOI 3718.01-0097R_65.fit,2023-10-13T05:30:08.850,2460230.729269097,2460230.7334272326,-0.0,-0.0,,6021.53759765625,1235.59,1895.8,-187.0538064851967,86.17862233999398,-0.0,-0.0,-2281.340100460686,2632.3690009489655,861.9205691609532,3123.8295524707064,-4700.700214261189,-27.221589013934135,242.91374351736158,-2289.4049717169255,-2892.4121205266565,3119.533758616075,183.7222814913839,-3026.185315301642,-1938.607774598524,-1916.1875249370933,-2541.839371423237
TOI 3718.01-0098R_65.fit,2023-10-13T05:31:26.590,2460230.730168866,2460230.7343270676,-0.0,-0.0,,5423.26025390625,1235.59,1895.8,-187.0538064851967,86.17862233999398,-0.0,-0.0,-381.42458078917116,3171.631496142596,4426.136097026989,-948.1419043550268,753.1553993704729,2921.245510570705,838.579169627279,-4376.793930522166,-3409.0868820995092,2212.451488537714,1336.7069935481995,4819.719767300412,3419.939955731388,2351.9717255514115,-135.87249204702675
TOI 3718.01-0099R_65.fit,2023-10-13T05:32:44.260,2460230.731067824,2460230.7352260915,-0.0,-0.0,,5536.9697265625,1235.59,1895.8,-187.0538064851967,86.17862233999398,-0.0,-0.0,-2504.5977182071656,4114.735846037045,3155.49418807216,6154.245026910678,4311.359218040481,2496.610757241957,2798.2742850193754,1916.6142070032656,-4089.1666385959834,289.43335702549666,2197.223456526175,-4286.917145928368,1297.9636619593948,2241.205171842128,-4943.386409100145
TOI 3718.01-0100R_65.fit,2023-10-13T05:34:02.010,2460230.7319677086,2460230.736126042,-0.0,-0.0,,4595.984375,1235.59,1895.8,-187.0538064851967,86.17862233999398,-0.0,-0.0,-2602.9220954491757,-1520.6265307972208,-568.8643956952728,-2266.1625539725646,8533.832624420058,1583.703419194091,6129.765999503434,35.79948877450079,-2794.823140861001,-938.3153176866472,-876.4840190354735,-2105.407435390167,-3467.2934586927295,-2619.659805386793,-1424.1760191116482
TOI 3718.01-0101R_65.fit,2023-10-13T05:35:19.690,2460230.732866782,2460230.7370251813,-0.0,-0.0,,4863.531494140625,1235.59,1895.8,-187.0538064851967,86.17862233999398,-0.0,-0.0,-4408.892989278771,180.88761080242693,94.45252037514001,-367.75354473665357,2242.66982100904,-2510.797126480844,4928.5810894430615,955.7366186063737,983.9017853401601,-303.5913072633557,-4506.466629316565,-2997.55381009588,4366.103366476018,2969.3015697081573,-985.627309708856
TOI 3718.01-0102R_65.fit,2023-10-13T05:36:37.430,2460230.733766551,2460230.737925016,-0.0,-0.0,,4962.89990234375,1235.59,1895.8,-187.0538064851967,86.17862233999398,-0.0,-0.0,-3782.5677972538397,2366.026680411771,1503.9517470346764,-1536.8404766349122,124.17105674836785,-360.69828110793605,378.5032490482554,-1536.557045318652,-1513.2802213309333,256.3905771546997,2204.243161190767,4181.8160784468055,-1533.3317269925028,354.9278323492035,-2929.5567441359162
TOI 3718.01-0103R_65.fit,2023-10-13T05:37:55.090,2460230.7346653934,2460230.7388239237,-0.0,-0.0,0.6818436014125601,5689.38330078125,1235.59,1895.8,-218.27435825010093,86.27693040582794,-0.0,-0.0,-2113.5715215085074,6266.895481014624,-1363.4290797151625,3121.7198300343007,3992.036064025946,3742.2696739546955,4953.523599154316,5003.350220014341,-4270.472734451294,-849.7899664537981,106.28225747868419,-1952.7292296020314,-5270.179859244265,129.37833600491285,-977.5333133228123
TOI 3718.01-0104R_65.fit,2023-10-13T05:39:12.760,2460230.735564352,2460230.7397229485,-0.0,-0.0,,6080.881103515625,1235.59,1895.8,-218.26566456933318,89.03785859757453,-0.0,-0.0,-3219.4003902859986,143.82609345111996,4897.235156882554,962.2479199664667,2291.767348882742,-1307.1446512555704,2528.004322487861,4075.009463327937,-3068.8629721608013,-3741.382956511341,-2566.7723383056,585.1028922749683,-3933.578457629308,1336.534451495856,-552.3079257821664
TOI 3718.01-0105R_65.fit,2023-10-13T05:40:30.500,2460230.7364641204,2460230.7406227826,-0.0,-0.0,,6268.380859375,1235.59,1895.8,-218.26566456933318,89.03785859757453,-0.0,-0.0,1581.9752709679306,-1344.4084769170731,2654.965414491482,2851.3137730052695,3142.6213154653087,107.28989009838551,1058.4100558282807,600.3021669993177,-4868.894869469106,2874.501210479997,-1608.0777058415115,3459.6015262352303,756.7770226178691,3580.8256072094664,-1153.645337828435
TOI 3718.01-0106R_65.fit,2023-10-13T05:41:48.260,2460230.7373641203,2460230.741522848,-0.0,-0.0,,6012.9658203125,1235.59,1895.8,-218.26566456933318,89.03785859757453,-0.0,-0.0,-363.2629046710208,-2261.854530922137,3791.3437763554975,1111.3009685436264,-3570.9565423578024,-5.6365227764472365,430.03678976465017,2010.736044825986,-3946.557553029619,1306.2920087156817,-366.6516622621566,-7084.345674098469,-4274.73953035567,-1244.0269139027223,-1748.121935363859
TOI 3718.01-0107R_65.fit,2023-10-13T05:43:06.010,2460230.7382640047,2460230.7424227986,-0.0,-0.0,,5854.57861328125,1235.59,1895.8,-218.26566456933318,89.03785859757453,-0.0,-0.0,-1265.5314222108573,1682.1569519490004,2833.2626122655347,1651.119332586415,-3119.7514097876847,2558.8247878840193,7428.1923791356385,1657.8285291297361,-4908.0260319961235,2291.366643055342,-1402.1600832380354,-4077.352150752209,-1108.4593588421121,4298.67911907658,-1754.1666029794142
TOI 3718.01-0108R_65.fit,2023-10-13T05:44:23.740,2460230.7391636577,2460230.7433225173,-0.0,-0.0,,4610.78515625,1235.59,1895.8,-218.26566456933318,89.03785859757453,-0.0,-0.0,-2878.8208853360265,-2269.107095986139,86.65761197684333,570.6133435890079,2709.943050606642,638.7737244702876,-3602.5849872697145,-1671.359581858851,-1465.5700649875216,-1012.5700399512425,-414.62239554012194,-1840.8446667925455,128.93680473184213,-1836.9158951300196,1001.9966684216633
TOI 3718.01-0109R_65.fit,2023-10-13T05:45:41.470,2460230.74006331,2460230.7442222354,-0.0,-0.0,,5370.29248046875,1235.59,1895.8,-218.26566456933318,89.03785859757453,-0.0,-0.0,5849.442501265556,1775.8506838949397,1268.9391379319131,2065.94388747029,-484.7650546114892,1790.709555895999,3803.0377876949497,-399.5134953148663,-1617.9147344324738,970.9033792121336,3047.254737052135,603.92752592545,1058.4279108415358,-708.2253835424781,174.57747165113688
TOI 3718.01-0110R_65.fit,2023-10-13T05:46:59.220,2460230.7409631945,2460230.7451221854,-0.0,-0.0,,5755.47802734375,1235.59,1895.8,-218.26566456933318,89.03785859757453,-0.0,-0.0,-4899.17248327937,-2468.573423731141,2125.586202512495,586.1676010666415,7255.643148113973,935.8823748528957,3047.087339764461,-70.80658993497491,-1999.1658143261448,1875.9070662511513,4647.524928682484,-2978.468976326287,1480.8348311334848,2873.297234040685,-3323.5962442802265
TOI 3718.01-0111R_65.fit,2023-10-13T05:48:16.960,2460230.741862963,2460230.74602202,-0.0,-0.0,,4244.59716796875,1235.59,1895.8,-249.48621633413094,89.13616666340815,-0.0,-0.0,-1859.2715506213717,160.48247770452872,-56.92033744463697,2165.3998742899857,-1492.934113507159,1148.2754816520028,516.1455307877623,-185.61299171764404,218.7361380532384,4540.445267201867,3265.293032053858,-2423.837575774174,-3757.492802063469,1663.0762231750414,-1198.1291940971278
TOI 3718.01-0112R_65.fit,2023-10-13T05:49:34.700,2460230.7427627314,2460230.746921854,-0.0,-0.0,,6413.49169921875,1235.59,1895.8,-249.48621633413094,89.13616666340815,-0.0,-0.0,-949.6934282733127,-3150.1118090851232,-3903.445031663403,1050.2609381861985,-3348.983815792948,-512.1315181665123,4638.869032678194,-311.7223912021145,-4135.707494339906,3801.320709873922,3037.204880340956,-1828.886014856398,1810.3186551183462,1004.9213970862329,2747.623760478571
TOI 3718.01-0113R_65.fit,2023-10-13T05:50:52.460,2460230.7436627317,2460230.74782192,-0.0,-0.0,,6338.59130859375,1235.59,1895.8,-249.4775226533632,91.89709485515473,-0.0,-0.0,-654.340488249436,-288.3304957654327,901.4587324913591,5416.8670873343945,4866.283481866121,-1297.6385035226122,345.4074125206098,-1519.2561198053882,-3931.6192558472976,-1371.0081772161648,-1755.7853607302532,-220.5954663529992,1176.8340186038986,3332.0912772724405,-6495.311601830646
TOI 3718.01-0114R_65.fit,2023-10-13T05:52:10.170,2460230.744562153,2460230.748721407,-0.0,-0.0,,4952.091552734375,1235.59,1895.8,-249.4775226533632,91.89709485515473,-0.0,-0.0,-3162.2133223754354,-123.95438673067838,2479.4518607575446,-2277.1184542444535,5150.298205043655,-378.20275224978104,1780.5877483561635,1031.7862422824837,-919.0717921243049,1158.2991332490928,3103.743610380683,935.3157157744281,339.55921628838405,94.689013089519,391.00567133910954
TOI 3718.01-0115R_65.fit,2023-10-13T05:53:27.900,2460230.7454618057,2460230.749621126,-0.0,-0.0,,5010.169677734375,1235.59,1895.8,-249.4775226533632,91.89709485515473,-0.0,-0.0,-4612.57447728375,3915.727763586212,-1100.4724767808802,4716.2542460579425,2736.9712951178662,1581.307400461752,-1463.0225130603649,-3531.947291887831,1101.3379926686175,-1922.6657473887317,5708.339113151655,-4756.851650813129,3143.7757939049043,1194.6974835116416,894.4549721223302
TOI 3718.01-0116R_65.fit,2023-10-13T05:54:45.660,2460230.7463618056,2460230.7505211914,-0.0,-0.0,,4797.994140625,1235.59,1895.8,-249.4775226533632,91.89709485515473,-0.0,-0.0,-4215.551301280968,830.0541141596623,-2950.9692129264586,4382.867438670248,3095.5679412609898,-34.58464063098654,-2642.8137207571417,1174.0391635359265,-3260.118411762174,3230.7482974343,1543.4137235209346,-3083.2984765875153,903.1136769866571,78.97409604443237,-544.4410246084444
TOI 3718.01-0117R_65.fit,2023-10-13T05:56:03.320,2460230.7472606483,2460230.7514200998,-0.0,-0.0,,5141.865234375,1235.59,1895.8,-249.4775226533632,91.89709485515473,-0.0,-0.0,-4602.154625445139,-4028.270577271469,322.50044975150377,4833.6749572576955,1111.6326522543095,3123.3271265570074,2767.455155219417,-5026.478741966188,-5071.840973767452,6062.473404351622,-320.9399730730802,2077.660596440546,2551.413163590245,3173.8857474150136,-5834.264122930821
TOI 3718.01-0118R_65.fit,2023-10-13T05:57:21.050,2460230.748160301,2460230.752319818,-0.0,-0.0,,5062.85107421875,1235.59,1895.8,-249.4775226533632,91.89709485515473,-0.0,-0.0,-6192.51671146648,83.97791825095192,1523.4510514424182,2862.67491053883,3958.6236945069395,-2271.2693681777455,3662.4710691613145,1464.2991625634022,-4685.265990896616,5401.021829255857,-1654.7615247871727,-3371.3235065164044,-933.197372334078,-613.0927103227004,-365.7560711847618
TOI 3718.01-0119R_65.fit,2023-10-13T05:58:38.800,2460230.749060185,2460230.753219768,-0.0,-0.0,,4696.66650390625,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-1871.9344417210668,26.2885201619938,2361.832252956927,3947.050080616027,-771.833801805973,-2177.9453682964668,960.5478828470223,-389.6642808346078,1230.8593215681612,1434.6968261757866,1535.1268050698563,-2474.856649009045,-1287.0994075406343,1035.9680208242498,-2133.2204845421948
TOI 3718.01-0120R_65.fit,2023-10-13T05:59:56.530,2460230.749959838,2460230.754119487,-0.0,-0.0,,5165.349853515625,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-1475.8367055067793,1667.3473287755623,-2302.23392661009,4307.520940697752,5258.871897778474,688.344340769574,-2255.802484278567,-1630.2669842336327,3590.9896438606083,3322.0246345913038,4154.600764256902,-1198.07663182728,-944.3498498415574,797.2722018086351,-5958.379518279806
TOI 3718.01-0121R_65.fit,2023-10-13T06:01:14.220,2460230.7508590277,2460230.7550187423,-0.0,-0.0,,5421.95849609375,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-5403.1429176731035,6200.771263666451,2149.0131187699735,612.99876749143,-1017.2343624588102,-1131.4817248946056,2298.6895029623993,-2282.7471478050575,-4317.892760520801,1392.7744903070852,-1386.1782142966986,-589.001836815849,1910.0649183033966,5519.3635075176135,-5050.87274944596
TOI 3718.01-0122R_65.fit,2023-10-13T06:02:31.900,2460230.751758102,2460230.755917882,-0.0,-0.0,,4712.85107421875,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-153.45071760332212,-1048.4632607209496,1236.7759010540321,2657.378479269333,1930.1217454471625,1308.5094502344728,4640.98826750787,-2631.2131028240547,3127.9972810652107,1062.4661374730058,-812.3875469067134,-2846.1172772063874,359.5807355111465,-5120.813093119301,2066.0280439346097
TOI 3718.01-0123R_65.fit,2023-10-13T06:03:49.600,2460230.7526574074,2460230.7568172533,-0.0,-0.0,,4795.6875,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-1251.5811859988607,-2675.6535210846923,2336.944688287098,-136.0743532110937,3620.8514120732434,398.900850658305,6760.1408540941775,-117.76126375515014,-4610.5007580858655,3642.01484223688,1747.3693424016237,4034.3210452087224,-1032.6086495989002,759.5041834651493,825.9475472182967
TOI 3718.01-0124R_65.fit,2023-10-13T06:05:07.300,2460230.753556713,2460230.7577166245,-0.0,-0.0,,4485.6494140625,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-1067.5735205090605,-2075.1685269484296,-788.0493445792235,830.6617294051684,4534.337923060171,-2682.8435860727914,254.33060302352533,-3252.141049872618,1019.5561657384969,2561.428708306048,5335.91612287052,1563.3334466582164,3511.477744292468,2162.14386485843,-1944.7253919355571
TOI 3718.01-0125R_65.fit,2023-10-13T06:06:25.000,2460230.7544560186,2460230.7586159958,-0.0,-0.0,,4923.044921875,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-2487.9732993450016,3232.7607100978494,265.6280034049414,-387.7675992618315,-44.38616953743622,3206.0225193602964,3319.7105941809714,-1129.8732329416089,-3016.2332941200584,3175.6354440068826,-76.85839405748993,-2613.8844939791597,2220.7279975167476,2825.68673477415,306.2323126946576
TOI 3718.01-0126R_65.fit,2023-10-13T06:07:42.760,2460230.7553560184,2460230.7595160613,-0.0,-0.0,,5673.52294921875,1235.59,1895.8,-280.698074418161,91.99540292098837,-0.0,-0.0,-3653.912706149742,4695.983861531131,3858.733427389525,1372.2936075739563,45.26871659513563,-4404.155213652179,-2013.9119201311842,2946.6584350075573,-1491.0939324209467,4280.481842420995,1387.1275337068364,-1393.680997624062,-6882.3443826576695,-3254.8907058993354,-3569.700807703659
TOI 3718.01-0127R_65.fit,2023-10-13T06:09:00.440,2460230.7562550926,2460230.760415201,-0.0,-0.0,,4665.5703125,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-1280.2352695479058,-2316.990888058208,755.4498772858642,3506.3089459571056,1993.2533632935956,-1624.686620731838,4943.638485003263,-4006.2980293990113,-4033.07117945794,2257.364006877877,-995.4755669264123,-703.0360559127294,-2898.511383821722,3290.7446512472816,-1069.4366705100983
TOI 3718.01-0128R_65.fit,2023-10-13T06:10:18.120,2460230.7571541667,2460230.761314341,-0.0,-0.0,,5097.45166015625,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-1126.8082800409757,-2936.855270791799,1679.1557678822428,5677.3251458425075,1893.7503849538043,-4128.487954683602,1205.8244930114597,-6128.287696138024,-4691.340146356262,-1793.7463645664975,3291.757884076331,-3384.134568014182,2008.5914870323613,-2077.9763506785966,-1118.7437389479019
TOI 3718.01-0129R_65.fit,2023-10-13T06:11:35.820,2460230.7580534723,2460230.762213712,-0.0,-0.0,,5176.0703125,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-2467.9153985464945,-5555.825828452129,372.42034727334976,-1308.2484081210569,3831.4067156063393,3522.5783887775615,858.4278688197955,4495.804582403973,-7162.82929991046,-2509.104392583482,-847.7843551682308,-5605.993102294393,-2606.5115331485868,-2453.431387827266,-418.3652645191178
TOI 3718.01-0130R_65.fit,2023-10-13T06:12:53.540,2460230.7589530093,2460230.7631133148,-0.0,-0.0,,6152.556640625,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-4095.747906354256,2434.2291932813823,53.47944107837975,4365.652350690216,4293.448482626118,-1755.192466427572,3629.051002261229,-1352.2684934679419,-3480.8943343395367,-653.91692582611,5549.28174937889,2076.204253154807,-2525.970132048242,3694.0786322252825,-5419.769039100967
TOI 3718.01-0131R_65.fit,2023-10-13T06:14:11.210,2460230.7598519675,2460230.7640123386,-0.0,-0.0,9.180597522497976,4667.31689453125,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-4750.536070383154,753.6998293083161,443.78134765522555,-699.9240983393975,-2442.1626577698626,1751.5416762307286,-324.41090973326936,-1145.948465990834,-1263.1787083758973,3077.0546109108254,-1379.9997804509476,-1731.0793337924406,-2915.4655387313105,947.2117578135803,1574.0775693762116
TOI 3718.01-0132R_65.fit,2023-10-13T06:15:28.960,2460230.760751852,2460230.7649122886,-0.0,-0.0,,5248.9990234375,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-3505.0661642523482,2996.151551062241,-1262.073649788741,2640.130229085684,1318.842251103837,-1627.1658431766555,-952.6754692737013,-1983.4278523204848,-3317.1039257152006,1524.4464525803924,2254.5290486766025,-1690.1519470140338,11.984026642050594,5387.008980506565,-4447.045824050903
TOI 3718.01-0133R_65.fit,2023-10-13T06:16:46.630,2460230.76165081,2460230.7658113125,-0.0,-0.0,,5298.9453125,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-4468.03317558486,3764.4847066635266,3680.5197154250927,8853.340596736409,-1552.4716545408592,180.58835638407618,4810.617209983058,4078.0201443843544,-7083.707813684363,4073.490621710196,3258.347247867845,2285.727747607045,-5524.295983094722,-376.9316941392608,559.7292722146958
TOI 3718.01-0134R_65.fit,2023-10-13T06:18:04.380,2460230.7625506944,2460230.7667112625,-0.0,-0.0,,5488.120361328125,1235.59,1895.8,-311.91862618306527,92.09371098682233,-0.0,-0.0,-2952.2444617552683,-4330.968289354816,-714.1363259172067,-215.37616861984134,3024.294325226918,-801.7787571400404,-1771.6860550558195,-1506.2739963093773,-1917.900304960087,5319.613293584436,1456.8574077151716,-2638.784522684291,-2546.134441229515,2861.774591943249,-2862.205962321721
TOI 3718.01-0135R_65.fit,2023-10-13T06:19:22.070,2460230.7634498845,2460230.7676105183,-0.0,-0.0,,4726.21875,1235.59,1895.8,-343.139177947863,92.19201905265595,-0.0,-0.0,-2507.7828121487983,-1109.3905710950494,150.9729941613041,492.3621375337243,1720.8491128906608,-508.9693308947608,4674.852500650566,1199.6044760765508,-1492.0279848515056,2076.246101787314,3650.2732667303644,3263.362223302014,-4697.173309867736,1876.1855485229753,-1527.6450496246107
TOI 3718.01-0136R_65.fit,2023-10-13T06:20:39.710,2460230.7643484953,2460230.7685091947,-0.0,-0.0,,4554.916748046875,1235.59,1895.8,-343.139177947863,92.19201905265595,-0.0,-0.0,-2995.0845758849755,4906.641817994881,1721.1240465454757,3279.5302190114744,1182.0752034867182,3309.115489453543,2402.494318676181,-1511.998790108133,1153.8173768538982,-700.5477196280845,3900.5819976571947,-3725.1211047600955,-1556.0472003770992,2783.1186248082668,-337.98235290450975
TOI 3718.01-0137R_65.fit,2023-10-13T06:21:57.390,2460230.7652475694,2460230.7694083345,-0.0,-0.0,,4798.9580078125,1235.59,1895.8,-343.139177947863,92.19201905265595,-0.0,-0.0,-3197.6971158483066,2457.6844887891784,238.8009010865353,5020.498484932352,2435.449861652218,4480.980776466895,1269.0448376187123,-2301.2413539090194,-2296.0549960122444,-1374.325963591691,6553.483019797597,1764.1343374927528,-1397.3040793552063,-214.73317375592887,-2853.650114930235
TOI 3718.01-0138R_65.fit,2023-10-13T06:23:15.130,2460230.766147338,2460230.7703081686,-0.0,-0.0,,5281.13525390625,1235.59,1895.8,-343.139177947863,92.19201905265595,-0.0,-0.0,-2058.1323218895122,-56.23295112140477,1989.6031723110937,4083.760105891153,803.4316334049217,1694.0242031132802,6481.991174053866,-397.5238712122664,-4328.9112851778045,-1727.690941839479,73.32254778407514,556.3937946846709,135.78749442566186,2445.3859539111145,-2211.8585487361997
TOI 3718.01-0139R_65.fit,2023-10-13T06:24:32.830,2460230.7670466434,2460230.77120754,-0.0,-0.0,,4269.506103515625,1235.59,1895.8,-343.14787162863075,89.43109086090936,-0.0,-0.0,-1619.3783076195978,-1602.7086125081405,712.4469352290034,1118.82436659839,-2953.398945153691,3139.194862898905,-621.1429141643457,-1255.644389564637,-863.6315835388377,-2017.496032893192,3670.048625051044,-770.1000204202719,-953.9238583985716,401.8625633926131,2961.413954022806
TOI 3718.01-0140R_65.fit,2023-10-13T06:25:50.490,2460230.767945486,2460230.772106448,-0.0,-0.0,2.8435261843596913,4443.016845703125,1235.59,1895.8,-343.14787162863075,89.43109086090936,-0.0,-0.0,-3137.6543724494986,2520.6877027945593,-496.520040886011,174.3785814428702,-961.6313071027398,-3808.932764017023,3389.243668117095,263.6745111583732,-3649.290923939552,-272.81457841722295,4456.507041319273,3495.134575281292,730.6232658978552,2920.813916019164,-610.9780146512203
TOI 3718.01-0141R_65.fit,2023-10-13T06:27:08.180,2460230.768844676,2460230.7730057035,-0.0,-0.0,,4881.709716796875,1235.59,1895.8,-343.14787162863075,89.43109086090936,-0.0,-0.0,-2205.3459873949178,-3699.605506657157,4653.129010655452,323.4040104341693,6366.257610972971,3535.56730743777,3211.797428630758,-1017.5970920645632,-4690.2895480804145,1563.4679905860685,-820.5700628799386,-722.8313282621093,-119.38707146700472,3596.8467053966597,-2439.0646166745573
TOI 3718.01-0142R_65.fit,2023-10-13T06:28:25.970,2460230.769745023,2460230.773906116,-0.0,-0.0,,4389.11865234375,1235.59,1895.8,-374.36842339342854,89.529398926743,-0.0,-0.0,-2004.7534300126135,-1088.8466844949871,-121.61621378408745,2755.2569541898556,3656.343263423536,-4695.158234675415,2918.278771134559,-203.0213071051985,-1886.931830972433,162.40676813898608,5742.881435849238,-2154.0668668998405,3469.107373124454,3547.596856289543,-6601.3189862859435
TOI 3718.01-0143R_65.fit,2023-10-13T06:29:43.670,2460230.7706443286,2460230.774805487,-0.0,-0.0,,3685.6571044921875,1235.59,1895.8,-374.36842339342854,89.529398926743,-0.0,-0.0,-1759.19609018974,-2217.863778348081,-53.882817323319614,-1679.314316878561,2251.8729509864934,4173.932929982431,393.065809851978,2035.6270771063864,1191.9818178857677,573.5535695781,-1386.5352517776191,-4125.630487983115,-2159.1574094980024,2571.973505287431,-1481.934049940668
TOI 3718.01-0144R_65.fit,2023-10-13T06:31:01.410,2460230.7715440975,2460230.7757053217,-0.0,-0.0,2.87932819747582,2939.650146484375,1235.59,1895.8,-374.36842339342854,89.529398926743,-0.0,-0.0,-402.86342937266454,-230.37681714259088,-2349.4664722085,2044.0694013852626,411.69563083164394,674.3185868803412,110.58840304473415,355.73269102489576,1328.440547640901,430.98364013573155,-2810.0375190889463,-1174.3603343125433,-1923.9379269825295,-2982.099120721221,-399.00549677433446
TOI 3718.01-0145R_65.fit,2023-10-13T06:32:19.060,2460230.772442824,2460230.776604114,-0.0,-0.0,,3159.10400390625,1235.59,1895.8,-374.36842339342854,89.529398926743,-0.0,-0.0,-1090.628236150369,-4299.572364924941,-660.9159134952351,-702.0706789623946,134.8931484259665,733.6917333174497,1530.8124513076618,733.4215487684123,-403.0504623935558,-169.61997135635465,983.7990126297809,-1691.8635085346177,407.5446168142371,-1003.4526150249876,-4090.1165494765155
