product_kind,sequence_number,mission,author,exptime,target_name,productFilename,dataURI,size,t_min,t_max,obsid,distance
target pixel file,54,TESS Sector 54,SPOC,120.0,390988385,tess2022190063128-s0054-0000000390988385-0227-s_tp.fits,mast:TESS/product/tess2022190063128-s0054-0000000390988385-0227-s_tp.fits,46281600,59769.40211728009,59795.63279805556,91562686,0.0
target pixel file,81,TESS Sector 81,SPOC,120.0,390988385,tess2024196212429-s0081-0000000390988385-0276-s_tp.fits,mast:TESS/product/tess2024196212429-s0081-0000000390988385-0276-s_tp.fits,46975680,60506.05562395833,60532.680538402776,229896015,0.0
