time_bjd_tdb,time_btjd,normalized_flux,normalized_flux_error,quality,quality_zero,phase_days_current_ephemeris,cycle_current_ephemeris
2459769.903634552,2769.9036345519125,0.9854709244135071,0.0021680394168323617,4096,False,-0.30950564797733615,-8
2459769.9105791524,2769.9105791524053,1.0009599857322455,0.0021680394168323617,4096,False,-0.3025610474846203,-8
2459769.9175237534,2769.9175237533636,0.9977776375004463,0.0021680394168323617,4096,False,-0.2956164465262432,-8
2459769.924468353,2769.924468352925,0.9972796728430616,0.0021680394168323617,6144,False,-0.28867184696484993,-8
2459769.9314129506,2769.931412950624,1.0018718678639993,0.0021680394168323617,4096,False,-0.2817272492661018,-8
2459769.9383575483,2769.9383575483225,1.0003156239957927,0.0021680394168323617,4096,False,-0.2747826515673537,-8
2459769.945302146,2769.9453021460213,0.9979971139031864,0.0021680394168323617,4096,False,-0.2678380538686056,-8
2459769.952246744,2769.9522467441857,0.996775926216349,0.0021680394168323617,4096,False,-0.2608934557041962,-8
2459769.959191342,2769.9591913418844,1.0038949610494954,0.0021680394168323617,6144,False,-0.2539488580054481,-8
2459769.966135938,2769.966135938186,0.9981022622938527,0.0021680394168323617,6144,False,-0.24700426170368384,-8
2459769.9730805326,2769.9730805326253,0.999685091299382,0.0021680394168323617,4096,False,-0.24005966726456474,-8
2459769.9800251275,2769.98002512753,0.9987908531152685,0.0021680394168323617,6144,False,-0.23311507235978435,-8
2459769.9869697224,2769.986969722435,0.9972502861329718,0.0021680394168323617,6144,False,-0.22617047745500396,-8
2459769.993914317,2769.993914316874,1.0032758730758784,0.0021680394168323617,2048,False,-0.21922588301588486,-8
2459770.000858912,2770.000858911779,1.0078468476733027,0.0021680394168323617,0,True,-0.21228128811110447,-8
2459770.007803505,2770.007803504821,1.0003711785876865,0.0021680394168323617,0,True,-0.20533669506896923,-8
2459770.014748097,2770.0147480969317,0.9987582475768929,0.0021680394168323617,2048,False,-0.19839210295815657,-8
2459770.0216926886,2770.021692688577,1.002984032644641,0.0021680394168323617,2048,False,-0.1914475113130052,-8
2459770.02863728,2770.028637280222,0.9995329122509856,0.0021680394168323617,0,True,-0.18450291966785382,-8
2459770.0355818723,2770.035581872333,0.9997203791946623,0.0021680394168323617,0,True,-0.17755832755704115,-8
2459770.042526464,2770.042526463978,1.0011414322748693,0.0021680394168323617,0,True,-0.17061373591188977,-8
2459770.0494710547,2770.049471054692,1.0013891628370062,0.0021680394168323617,0,True,-0.16366914519806097,-8
2459770.0564156435,2770.056415643543,1.0018045109017244,0.0021680394168323617,0,True,-0.15672455634687732,-8
2459770.0633602324,2770.063360232394,1.0000112062910687,0.0021680394168323617,0,True,-0.14977996749569367,-8
2459770.0703048212,2770.0703048212454,1.0023915298083468,0.0021680394168323617,0,True,-0.14283537864451,-8
2459770.0772494106,2770.077249410562,1.003505959690375,0.0021680394168323617,0,True,-0.13589078932766507,-8
2459770.0841939994,2770.0841939994134,1.0030847700483976,0.0021680394168323617,0,True,-0.12894620047648142,-8
2459770.091138587,2770.0911385868676,0.9998969378869262,0.0021680394168323617,2048,False,-0.12200161302228163,-8
2459770.0980831734,2770.0980831733905,0.9997603165085774,0.0021680394168323617,2048,False,-0.11505702649940441,-8
2459770.10502776,2770.1050277599134,1.0012226182771866,0.0021680394168323617,2048,False,-0.1081124399765272,-8
2459770.111972346,2770.1119723459706,0.9978086932326102,0.0021680394168323617,0,True,-0.10116785391931127,-8
2459770.1189169325,2770.1189169324934,0.9991340755832144,0.0021680394168323617,2048,False,-0.09422326739643405,-8
2459770.1258615186,2770.1258615185507,1.0035160930386817,0.0021680394168323617,0,True,-0.08727868133921812,-8
2459770.1328061037,2770.1328061036766,1.002908092140271,0.0021680394168323617,0,True,-0.08033409621332477,-8
2459770.1397506874,2770.1397506874055,1.0026879004423563,0.0021680394168323617,0,True,-0.07338951248441528,-8
2459770.146695271,2770.1466952711344,1.0055055673509716,0.0021680394168323617,0,True,-0.06644492875550578,-8
2459770.153639855,2770.1536398548633,1.001210696690943,0.0021680394168323617,0,True,-0.05950034502659629,-8
2459770.160584439,2770.160584439058,1.0014919269104237,0.0021680394168323617,0,True,-0.05255576083202551,-8
2459770.167529023,2770.1675290227868,0.9998031150031911,0.0021680394168323617,0,True,-0.04561117710311602,-8
2459770.174473605,2770.1744736051187,0.9979460299061336,0.0021680394168323617,2048,False,-0.03866659477119039,-8
2459770.1814181865,2770.1814181865193,0.9972676916488871,0.0021680394168323617,0,True,-0.03172201337058733,-8
2459770.188362768,2770.18836276792,0.9970018998835917,0.0021680394168323617,0,True,-0.024777431969984276,-8
2459770.1953073493,2770.1953073493205,0.9982581370339845,0.0021680394168323617,0,True,-0.01783285056938122,-8
2459770.2022519307,2770.202251930721,0.9973469701974054,0.0021680394168323617,0,True,-0.010888269168778164,-8
