ID,ra,dec,Tmag,e_Tmag,GAIA,GAIAmag,gaiabp,gaiarp,pmRA,pmDEC,plx,Teff,rad,mass,d,numcont,contratio,disposition,duplicate_id,dstArcSec
390988385,297.04346734277,18.6989063168931,10.9372,0.0067,1824561377891719424,11.3355,11.6108,10.8545,2.0,1.7,nan,6220.0,1.33515,nan,373.477,4233,0.5471626,,,0.04045390339796411
1845606917,297.041951559033,18.6982800902179,20.1042,0.0415,1824561382199495680,20.4845,19.8449,19.1237,-1.82657,-3.57969,-2.81652,nan,nan,nan,3716.27,,nan,,,5.677183358408272
1845606910,297.043938044743,18.700436264738,19.5623,0.6,1824561382199063936,19.9923,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,5.702144630098885
1845606914,297.045347126143,18.6988892237034,18.7395,0.0097,1824561382199488640,19.217,19.0621,18.1461,-3.02991,-6.251,-0.0435764,nan,nan,nan,3822.4,,nan,,,6.381124496748039
1845606911,297.044296455521,18.7005972945904,18.4827,0.6,1824561382199064064,18.9127,nan,nan,-4.81224,-4.11146,-1.41809,nan,nan,nan,5371.71,,nan,,,6.674515597050313
1845606912,297.044633903187,18.700524852659,17.6657,0.0131,1824561382199064192,18.2112,18.0625,17.0027,-3.87437,-7.81539,-0.0565081,nan,nan,nan,4795.04,,nan,,,7.015634166554065
1845606419,297.043605510731,18.6968835378833,17.7327,0.0135,1824561176040633088,18.3175,18.5636,17.4176,-1.8279,-5.14806,-0.0313517,nan,nan,nan,4807.45,,nan,,,7.322992600427026
1845606916,297.042465063847,18.6970350614914,19.6464,0.0152,1824561382199492864,20.0292,19.5899,18.8639,-0.200851,-4.49144,0.0414242,nan,nan,nan,3197.28,,nan,,,7.591964257968216
1845606880,297.041683179669,18.697334739428,18.726,0.032,1824561382198591232,19.1708,18.7578,17.9086,-4.37719,-6.67535,0.47221,nan,nan,nan,2456.03,,nan,,,8.348535715278048
390988375,297.045437934591,18.7003365530501,16.9521,0.0115,1824561377897561216,17.5306,17.855,16.7231,nan,nan,nan,nan,nan,nan,nan,,nan,,,8.425224133951067
1845606879,297.041381696127,18.6973752051444,20.1476,0.6,1824561382198591104,20.5776,nan,nan,-4.6077,-5.33226,1.48347,nan,nan,nan,2605.5,,nan,,,9.038240523039834
1845606408,297.045809696357,18.6970325764228,18.4759,0.0167,1824561176040144128,19.05,19.2773,18.155,-3.58514,-5.89967,-0.073044,nan,nan,nan,3990.84,,nan,,,10.450042348848898
1845606443,297.044966589358,18.6962304184124,20.5927,0.0332,1824561176041567488,20.7296,19.4937,19.2158,-2.26412,1.86591,0.023689,nan,nan,nan,2952.69,,nan,,,10.916452169246496
1845606885,297.040239361493,18.6992463923986,19.333,0.0164,1824561382198603392,19.8913,19.5281,18.4404,-0.118447,-3.53062,0.374499,nan,nan,nan,2820.4,,nan,,,11.101536767504893
1845606915,297.043680979744,18.7020888433028,19.9202,0.0128,1824561382199492480,20.3759,20.0812,19.2098,-5.67524,-8.00116,0.669873,nan,nan,nan,2689.22,,nan,,,11.450788788798324
390988378,297.040173048187,18.7000526520513,14.9568,0.0174,1824561377892708864,15.9071,16.8282,14.9367,-1.29591,-3.92423,0.0209173,4615.0,14.1749,nan,8186.92,,nan,,,11.985709528943614
1845606937,297.03975881451,18.6994965872269,20.5403,0.6,1824561382200097152,20.9703,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,12.847843469893775
1845606440,297.043553668504,18.695276778044,20.6201,0.6,1824561176041416448,21.0501,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,13.09667732094386
1845606439,297.045500611795,18.6956840759548,20.8698,0.6,1824561176041414784,21.2998,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,13.522889525877188
1845606430,297.047234353138,18.6966707613062,19.1127,0.0347,1824561176041050624,19.8672,20.1922,18.6447,0.23656,-1.24846,-0.0561916,nan,nan,nan,3326.34,,nan,,,15.148130763292485
1845606884,297.042937287821,18.7030972349816,17.5434,0.6,1824561382198602112,17.9734,nan,nan,3.86883,1.09842,1.32419,nan,nan,nan,779.971,,nan,,,15.171269254286372
390988357,297.045746077129,18.7026192885245,17.3108,0.0501,1824561377892702720,17.9538,18.4407,17.1987,-5.14186,-5.72263,0.0592884,5908.0,1.51953,1.07,4637.31,,nan,,,15.42239953456375
1845606919,297.041419884839,18.7028360477748,19.73,0.0468,1824561382199498112,20.2357,19.8421,18.8671,-0.207027,-3.29049,-0.566832,nan,nan,nan,3485.54,,nan,,,15.764326309678847
1845606386,297.048131139345,18.6993821008397,18.0862,0.0177,1824561171761195776,18.8525,19.4303,17.8528,-1.12566,-7.96265,0.64307,nan,nan,nan,1704.38,,nan,,,15.963102164864791
1845606931,297.045231032606,18.7031088060357,20.8052,0.6,1824561382199846400,21.2352,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,16.243895841603525
1845606941,297.038699385053,18.6992029539578,19.7222,0.0307,1824561382239660544,20.3275,20.464,19.2723,-2.20326,-4.07764,2.07405,nan,nan,nan,1141.02,,nan,,,16.32132539288657
1845606920,297.041786401419,18.7031758094065,20.3899,0.6,1824561382199498240,20.8199,nan,nan,-8.93367,-2.10756,2.80431,nan,nan,nan,2601.9,,nan,,,16.388615742328245
1845606378,297.043685576868,18.6943570157945,18.3021,0.0118,1824561171761133696,18.9433,19.2172,17.9435,-2.8347,-5.20218,0.495023,nan,nan,nan,2284.03,,nan,,,16.420702288748938
1845606882,297.039505684002,18.6961864547389,18.8312,0.0161,1824561382198598016,19.4159,19.4102,18.2646,-4.08654,-7.419,0.640033,nan,nan,nan,2107.65,,nan,,,16.724686566161072
1845606881,297.044725770371,18.7034855168982,19.3111,0.0149,1824561382198594944,19.8924,19.8513,18.7131,-5.1622,-3.62024,0.00735542,nan,nan,nan,3316.89,,nan,,,17.00028038175089
1845606921,297.039936465009,18.6953471938372,20.412,0.0178,1824561382199498880,20.9518,20.9613,19.9137,-2.51443,-5.33974,0.566433,nan,nan,nan,2872.93,,nan,,,17.62271768164622
390988347,297.04242199477,18.7037282921783,14.1089,0.0103,1824561377892708608,14.9853,15.8276,14.0695,-2.55774,-4.0328,0.27267,4489.0,7.70389,nan,3303.51,,nan,,,17.700188305219594
1845606913,297.047499483922,18.7020630168873,19.7559,0.0347,1824561382199064448,20.1677,20.1312,19.3481,-2.06418,-2.35974,-0.56833,nan,nan,nan,3641.1,,nan,,,17.79747480326571
1845606382,297.045987046392,18.6944401862666,17.9807,0.0099,1824561171761164800,18.6633,19.1286,17.7576,-2.81947,-4.80675,0.155248,nan,nan,nan,3631.64,,nan,,,18.24047248804568
1845606409,297.048253886057,18.7012273774365,19.5464,0.0092,1824561176040144768,20.0346,20.0821,19.1439,-2.35682,-4.62183,-1.00153,nan,nan,nan,4027.91,,nan,,,18.297536678163695
1845606429,297.04881206563,18.699622315849,20.7733,0.6,1824561176041047296,21.2033,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,18.373636494167485
1845606890,297.039252801393,18.7024120590594,19.9321,0.0449,1824561382198617088,20.5481,20.5131,19.297,-0.41135,-1.44612,3.92775,nan,nan,nan,333.361,,nan,,,19.13031629551853
1845606870,297.037869309457,18.6985971073033,17.4376,0.0469,1824561377892687104,18.0688,18.5612,17.3423,-3.1398,-5.85616,0.203529,5760.0,1.12136,1.03,3647.49,,nan,,,19.152720147255724
1845606436,297.048989897545,18.6977116271186,20.398,0.047,1824561176041411072,20.7047,20.2923,19.7115,-1.004,-4.06769,-0.140554,nan,nan,nan,3016.09,,nan,,,19.294152051827783
1845606940,297.038726217828,18.6956703262815,19.3963,0.0089,1824561382239657472,19.9814,19.7939,18.6472,-1.02908,-4.92223,-0.271278,nan,nan,nan,3556.83,,nan,,,19.96733114155299
390988410,297.048836998294,18.6966698522315,16.6888,0.00884117,1824561176081216640,17.73,18.654,16.701,2.45585,-8.74195,1.22537,3813.0,0.596193,0.584972,811.397,,nan,,,19.9866091504305
1845606883,297.038855825323,18.6953983331765,20.6066,0.6,1824561382198599680,21.0366,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,20.208912402890327
1845610040,297.047792243368,18.7028663648703,18.2228,0.0101,1824562855388369408,18.9508,19.4669,17.9855,-1.71098,-4.50979,0.584408,nan,nan,nan,2012.0,,nan,,,20.471293466458025
1845606878,297.040156973044,18.7036772451198,18.3356,0.0495,1824561377919512064,19.0085,19.4794,18.1752,-5.31909,-6.22082,0.176331,5464.0,0.753491,0.96,3401.39,,nan,,,20.545857791819827
1845606387,297.049510654525,18.6986754729417,20.0787,0.0297,1824561171761202688,20.591,20.3022,19.3133,nan,nan,nan,nan,nan,nan,nan,,nan,,,20.595967360922412
390988435,297.042863789067,18.6932151858678,16.6913,0.022,1824561171761118464,17.281,17.6975,16.5613,-2.46036,-4.66235,0.327537,5902.0,1.13782,1.07,2817.49,,nan,,,20.62167655279839
1845610086,297.047117285913,18.7035924089744,19.4983,0.0866,1824562859668236544,20.3322,20.8725,19.1172,-1.01037,-9.64263,0.76676,nan,nan,nan,2566.64,,nan,,,20.92444775855946
1845606411,297.042292280803,18.6929909964784,19.2527,0.0507,1824561176040147200,19.7814,19.6123,18.5887,-1.35481,-4.71199,1.3325,nan,nan,nan,981.781,,nan,,,21.701518364105247
1845606447,297.042728406635,18.6928104658163,20.325,0.6,1824561176081220096,20.755,nan,nan,-2.55433,-7.67077,-3.84843,nan,nan,nan,3331.96,,nan,,,22.120117748650102
390988422,297.048855820112,18.6954206991198,17.3869,0.0483,1824561171734246528,18.0711,18.5766,17.2528,-0.0239984,-3.15684,-0.132023,5812.0,1.92296,1.05,5688.4,,nan,,,22.241885779746486
1845606932,297.037513879064,18.7015742798593,20.0196,0.0359,1824561382199855488,20.5771,20.4379,19.3521,-2.82523,-4.53924,-0.0938181,nan,nan,nan,3034.85,,nan,,,22.473321992828517
1845606887,297.040991762693,18.7047940650334,19.1133,0.0374,1824561382198616064,19.7414,19.9399,18.6964,-2.15142,-2.89463,-1.32735,nan,nan,nan,4722.8,,nan,,,22.800281075366012
1845606944,297.03686977241,18.700178177593,18.6272,0.0218,1824561382239664256,19.2236,19.439,18.2673,-0.0694107,-11.8047,3.94871,nan,nan,nan,283.459,,nan,,,22.982128871818254
1845606427,297.048622064545,18.6945862424771,19.9758,0.0248,1824561176041044352,20.4367,20.1455,19.2635,-9.89576,-1.51423,-15.1585,nan,nan,nan,4036.3,,nan,,,23.46642920586775
1845610057,297.048285787351,18.7035828256262,20.0362,0.0304,1824562859667332480,20.5866,20.6981,19.6277,-6.87845,-8.30489,0.813882,nan,nan,nan,2713.51,,nan,,,23.483942456089327
390988436,297.040452736427,18.6928869551998,15.6386,0.0343,1824561176040155392,16.3234,16.9002,15.5724,-7.74861,-7.88125,0.216494,5462.0,3.04709,nan,3905.4,,nan,,,24.022077622878975
390988374,297.050494791309,18.7004974563993,15.9991,0.0265,1824562649203014400,16.8296,17.5967,15.9473,-1.28581,-3.62641,0.262266,4666.0,3.00537,nan,3353.42,,nan,,,24.603306739452496
1845606893,297.037183767641,18.7024099152033,18.7791,0.6,1824561382198630400,19.2091,nan,nan,-2.77517,-3.28174,0.628404,nan,nan,nan,2029.21,,nan,,,24.874813642928878
1845606374,297.041254615289,18.6922977386424,18.0548,0.0106,1824561171734278528,18.6977,18.7736,17.496,-2.61658,-5.58853,0.515669,nan,nan,nan,2125.62,,nan,,,24.994076552257766
1845606886,297.036729944204,18.6961510319539,19.3945,0.0572,1824561382198610816,19.985,19.7505,18.5918,-1.36627,-5.80368,0.354045,nan,nan,nan,2853.84,,nan,,,25.062421087249184
1845606922,297.037079272411,18.6954625380115,19.4718,0.0084,1824561382199506816,20.0117,19.8401,18.7924,-5.0431,-6.05664,0.109818,nan,nan,nan,3167.14,,nan,,,25.103605435817705
1845606933,297.036386852189,18.696810717296,20.7026,0.6,1824561382199856000,21.1326,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,25.33208305125858
1845606891,297.040630865629,18.7054175612508,19.0247,0.0201,1824561382198620032,19.6278,19.7347,18.5478,-2.89434,-3.865,0.509083,nan,nan,nan,2473.6,,nan,,,25.34329110475503
1845606888,297.041851713673,18.7057993869199,19.35,0.0088,1824561382198616704,19.9585,19.6446,18.4456,1.93776,-9.91438,1.55109,nan,nan,nan,892.211,,nan,,,25.3986555977469
1845606415,297.040868969557,18.6922985368383,20.2968,0.6,1824561176040152064,20.7268,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,25.420852782178454
1845606441,297.042503032771,18.6918507520411,20.7449,0.6,1824561176041417088,21.1749,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,25.64324071582483
1845609652,297.050952930092,18.6997075468234,20.1171,0.0211,1824562653509791360,20.5451,20.2869,19.4715,-3.87138,-6.53686,1.01553,nan,nan,nan,2660.06,,nan,,,25.655661193601308
1845606889,297.041480785303,18.7057950178787,19.5263,0.0295,1824561382198616832,19.9765,19.6525,18.7924,-5.12491,-9.02618,0.891765,nan,nan,nan,2078.8,,nan,,,25.688966316049516
1845606943,297.036508900934,18.6959102030011,20.3353,0.6,1824561382239661184,20.7653,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,26.103101261881108
390988358,297.036661752855,18.7025175437528,15.3027,0.0066,1824561382239665536,15.9591,16.3754,15.0663,nan,nan,nan,nan,nan,nan,nan,,nan,,,26.612272211741452
1845606418,297.049065851962,18.6937538808062,19.6733,0.0221,1824561176040632320,20.1997,20.2242,19.2055,-2.11171,-6.85428,-0.40692,nan,nan,nan,3350.16,,nan,,,26.61629345540659
1845606424,297.050656049462,18.6959993783265,19.7065,0.0256,1824561176041039616,20.2702,20.3495,19.2501,0.761741,-1.06027,-0.100911,nan,nan,nan,3168.59,,nan,,,26.637625043540144
1845606417,297.045608956811,18.6917326197951,19.7055,0.0227,1824561176040631680,20.2426,19.9892,18.9474,-5.11249,-3.62731,0.00262441,nan,nan,nan,3062.8,,nan,,,26.85665052320912
390988400,297.035710030952,18.6975981281457,16.7168,0.0183,1824561377892682240,17.4195,18.011,16.6417,0.568047,-1.84428,0.372039,5187.0,1.27121,0.88,2535.7,,nan,,,26.902251895806323
1845606918,297.042861493785,18.7063818645626,19.8879,0.0523,1824561382199497472,20.6122,20.7004,19.2282,-8.60789,-6.58504,0.66577,nan,nan,nan,2748.55,,nan,,,26.96584849441318
1845606414,297.041152747352,18.6917253447299,18.1925,0.0069,1824561176040150272,18.8508,18.8452,17.5317,-2.78477,-5.41944,-0.0808254,nan,nan,nan,4303.81,,nan,,,27.06465332283112
1845606413,297.040891422684,18.6917855748759,19.5765,0.6,1824561176040150144,20.0065,nan,nan,-4.61828,-4.17635,2.51259,nan,nan,nan,518.149,,nan,,,27.13362644498743
1845606379,297.043735506882,18.6913634950037,19.1021,0.0111,1824561171761133952,19.7269,19.7462,18.5101,-4.06531,-8.70418,-1.18834,nan,nan,nan,4188.91,,nan,,,27.19621913015886
1845606406,297.043945432685,18.6913603543981,20.5028,0.6,1824561176040139392,20.9328,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,27.240200707301497
1845606892,297.03652398979,18.7026924972737,17.5445,0.6,1824561382198630272,17.9745,nan,nan,0.136295,-0.80312,1.80932,nan,nan,nan,572.672,,nan,,,27.331341188427647
1845610091,297.048287039993,18.704992004089,20.9218,0.6,1824562859668593792,21.3518,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,27.347802233506652
1845606384,297.048123218763,18.6927084315242,19.6688,0.0197,1824561171761193472,20.2102,19.8736,18.8227,1.54061,-6.50587,-0.624318,nan,nan,nan,3622.85,,nan,,,27.389992463563697
1845606412,297.040434070959,18.6918506649485,19.6536,0.6,1824561176040150016,20.0836,nan,nan,-4.41578,-6.16555,-0.547083,nan,nan,nan,3587.2,,nan,,,27.462434845579892
1845606432,297.042935906985,18.6911280631602,20.2825,0.2227,1824561176041059840,20.6617,20.2201,19.5012,-0.643719,-5.90425,-1.02866,nan,nan,nan,3376.15,,nan,,,28.089816051180765
1845606894,297.038727010108,18.7053079387945,20.0592,0.6,1824561382198631680,20.4892,nan,nan,-7.9471,-2.62517,1.2891,nan,nan,nan,2378.35,,nan,,,28.1437537331465
1845610041,297.047761381383,18.705701686958,18.7927,0.0141,1824562855388370560,19.405,19.694,18.4865,-3.43342,-3.4959,-0.748237,nan,nan,nan,4519.98,,nan,,,28.471653911135494
1845606942,297.036208744735,18.6950072008154,16.528,0.016,1824561382239660672,17.1833,17.7066,16.4361,-5.68835,-8.75943,0.467299,5396.0,1.02965,0.94,2059.99,,nan,,,28.494401432508766
1845606381,297.046071036548,18.6913704782823,19.9663,0.0314,1824561171761159424,20.2881,19.6427,19.0335,-1.84296,-6.02104,1.36419,nan,nan,nan,1689.07,,nan,,,28.562104448890196
1845606898,297.036496087875,18.7033520906429,18.1251,0.0176,1824561382198635904,18.7699,19.0894,17.8072,-3.94073,-6.22426,0.131429,nan,nan,nan,3697.61,,nan,,,28.666323660642277
520558503,297.050564936751,18.6946245280562,18.1015,0.6,1824561176081213056,18.5315,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,390988426,28.684720299819706
1845610082,297.050206274216,18.70371510701,20.3012,0.0439,1824562859668225792,20.8382,20.8021,19.7606,-6.55997,-6.65983,-4.55971,nan,nan,nan,3230.88,,nan,,,28.7302622819197
390988325,297.039743639017,18.7061274184373,15.1972,0.011,1824561382239665024,15.8225,16.3468,15.1389,-4.31803,-10.5838,0.363777,5633.0,2.2091,1.0,2555.09,,nan,,,28.91936182097926
1845606895,297.038912187899,18.7057271836821,18.5411,0.0109,1824561382198631808,19.1499,19.3656,18.1658,-1.31178,-5.76673,-0.106144,nan,nan,nan,4062.69,,nan,,,29.047858823885182
1845606428,297.04796499968,18.6920511201973,20.7227,0.1698,1824561176041044736,20.9828,20.1819,19.6869,nan,nan,nan,nan,nan,nan,nan,,nan,,,29.06424601722996
390988333,297.037755057686,18.7049231214225,17.483,0.0076,1824561377892729600,18.0959,18.5069,17.298,-13.0616,-13.1647,nan,nan,nan,nan,nan,,nan,,,29.129703143125028
1845606405,297.0453003658,18.6909867768585,19.3724,0.0263,1824561176040132736,19.7968,19.7821,18.9739,-2.61325,-6.59735,0.677636,nan,nan,nan,2180.96,,nan,,,29.208233319263204
390988426,297.050724822795,18.6945914414042,16.9634,0.007,1824561171761230976,17.6543,17.8483,16.4573,5.42783,-7.37183,nan,nan,nan,nan,nan,,nan,SPLIT,,29.208951594755316
1845606416,297.040097559703,18.6913722042151,19.2153,0.0098,1824561176040153472,19.8656,20.0798,18.785,-2.52762,-4.43333,-0.50223,nan,nan,nan,3861.37,,nan,,,29.493617953519674
1845606939,297.034881457665,18.7000894193992,20.7869,0.6,1824561382200197376,21.2169,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,29.611013850750517
1845606896,297.037774109545,18.7052282713946,20.2927,0.6,1824561382198635520,20.7227,nan,nan,-10.4013,-3.0995,0.896654,nan,nan,nan,2853.05,,nan,,,29.912277160546036
1845606927,297.036363896202,18.703932028094,19.6772,0.6,1824561382199513216,20.1072,nan,nan,-2.80591,-5.17205,-0.300261,nan,nan,nan,3489.56,,nan,,,30.240514571946505
1845606448,297.043471575825,18.6904568900364,20.2112,0.0381,1824561176081417984,20.6407,20.3789,19.5605,-1.04652,-4.98318,-0.0981291,nan,nan,nan,3044.74,,nan,,,30.445599606908136
1845606899,297.034683596482,18.7007494536433,18.1511,0.0097,1824561382198636032,18.8036,19.1511,17.8511,-2.03375,-5.28307,-0.0368224,nan,nan,nan,4212.31,,nan,,,30.701237952965002
1845606410,297.041464825795,18.6905639346229,19.0353,0.0108,1824561176040144896,19.6701,19.8974,18.6385,-1.85736,-2.2203,-0.22785,nan,nan,nan,3769.93,,nan,,,30.83266251339546
1845606897,297.034310485838,18.6997735431408,18.4332,0.0504,1824561382198635776,19.1535,19.6975,18.2927,-4.84979,-7.26373,0.207655,5171.0,0.757569,0.88,3242.4,,nan,,,31.406937093498936
390988448,297.038055703469,18.6918293843894,16.496,0.0428,1824561176081224192,17.0812,17.5484,16.4199,-3.0607,-5.58731,0.171272,6199.0,1.87133,1.19,4334.79,,nan,,,31.498009548630215
1845606423,297.051073831574,18.6938972276852,19.5913,0.0125,1824561176041037824,20.2177,20.2264,18.9866,-0.340044,-0.818188,1.16492,nan,nan,nan,2305.52,,nan,,,31.582348866529482
1845606928,297.03442354504,18.6970237926223,19.8649,0.0247,1824561382199514624,20.2884,20.2409,19.4345,-3.55416,-3.12372,0.848469,nan,nan,nan,2336.01,,nan,,,31.609976776357634
1845606923,297.038656027348,18.7064627949639,20.2968,0.0346,1824561382199509376,20.8517,19.9504,18.8701,nan,nan,nan,nan,nan,nan,nan,,nan,,,31.75920037022988
1845606874,297.03434393873,18.7007188088338,20.357,0.6,1824561377919430272,20.787,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,31.810576755713534
1845606929,297.034587539997,18.7017294424507,20.0692,0.0492,1824561382199516672,20.6816,20.758,19.5501,-1.78364,-10.4076,0.559291,nan,nan,nan,2839.85,,nan,,,31.959010927242993
390988407,297.05260748511,18.6968236630337,17.1646,0.044,1824561171734246400,17.9602,18.6367,17.0707,-3.99452,-6.1608,0.156832,4884.0,1.91501,nan,3958.36,,nan,,,32.03477045228765
1845606875,297.034849634726,18.6953201552316,18.5567,0.0101,1824561377919448448,19.2003,19.6298,18.3505,-2.78389,-5.97208,-0.431954,nan,nan,nan,4806.84,,nan,,,32.13550814225217
1845606924,297.03848646836,18.7065107274715,20.2113,0.0296,1824561382199509504,20.8173,20.1302,18.9368,-5.6345,-10.0415,5.53249,nan,nan,nan,3293.36,,nan,,,32.20861687195337
390988312,297.040166183121,18.7076256945463,15.7605,0.0361,1824561382239666048,16.6894,17.5793,15.7237,-2.04649,-5.21327,0.0977997,4547.0,6.48025,nan,5546.1,,nan,,,33.331032617520606
1845606438,297.044880263001,18.689745371942,20.6467,0.6,1824561176041414016,21.0767,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,33.352617874333944
1845606376,297.041843467195,18.6897583337085,19.5727,0.0084,1824561171761106560,20.1194,20.2175,19.1551,-2.80134,-4.09371,0.1546,nan,nan,nan,3085.03,,nan,,,33.42723376351834
1845609651,297.051974954345,18.7036036445001,20.1594,0.0415,1824562653509790080,20.706,20.4867,19.4245,-5.48275,-5.29119,-2.45699,nan,nan,nan,3391.12,,nan,,,33.53976893798156
1845610083,297.05045897259,18.7055363545353,19.4439,0.022,1824562859668226048,20.2428,20.6395,18.9776,-4.06335,-5.5265,1.21561,nan,nan,nan,2002.58,,nan,,,33.694916894575165
1845606442,297.038969161705,18.6904679692234,20.632,0.6,1824561176041420672,21.062,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,34.06906692416739
1845606945,297.033544259172,18.700239797577,19.1817,0.0351,1824561382239668736,19.6314,19.6202,18.7611,0.0478289,-5.87309,0.097046,nan,nan,nan,3300.82,,nan,,,34.20156130960115
1845606868,297.035083897845,18.6936883287653,20.4465,0.1247,1824561347880112128,20.8608,20.1269,19.3389,-1.75628,-5.34066,7.00994,nan,nan,nan,3338.85,,nan,,,34.247025341039674
1845609634,297.053527258151,18.6980610448019,18.8998,0.6,1824562653508866688,19.3298,nan,nan,-2.59585,-4.74257,-0.38611,nan,nan,nan,4086.28,,nan,,390988392,34.41193740936928
1845610064,297.041030857409,18.7081886763083,18.6969,0.0162,1824562859667377408,19.3278,19.6174,18.3674,-2.78267,-7.41929,0.303037,nan,nan,nan,2934.44,,nan,,,34.41410747306775
1845610101,297.047076326116,18.7079039800035,18.7844,0.0232,1824562859708406400,19.4473,19.7905,18.4661,-3.20205,-5.21901,0.31463,nan,nan,nan,2906.64,,nan,,,34.61417980778801
1845606437,297.045973086372,18.6895105043578,20.8019,0.6,1824561176041412480,21.2319,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,34.907118431067076
390988462,297.039299077216,18.6899893534864,16.6701,0.0378,1824561171761065856,17.3373,17.8859,16.5935,-1.89124,-2.58102,0.249837,5502.0,1.61654,0.97,3429.05,,nan,,,35.1444888036839
390988315,297.049050619342,18.7071437974884,16.7519,0.0186,1824562855388388352,17.3961,17.9216,16.6744,-2.63965,-3.2312,0.44716,5467.0,0.951161,0.96,2157.79,,nan,,,35.20102841167518
1845610089,297.04381638654,18.7087006955342,19.4785,0.0315,1824562859668246016,20.1735,20.3118,18.9111,-4.72732,-7.02009,-0.0836083,nan,nan,nan,3253.27,,nan,,,35.25121726649259
1845606375,297.048567682704,18.6903864121622,19.7316,0.039,1824561171737874560,20.2922,19.9304,18.8377,-0.291008,-9.77608,3.31923,nan,nan,nan,354.251,,nan,,,35.269259474239355
1845609633,297.053848119704,18.6985235978676,17.2419,0.0065,1824562653508866176,17.8648,18.0003,16.7686,-2.4688,-4.20113,0.234141,nan,nan,nan,3463.21,,nan,DUPLICATE,390988392,35.39666298877052
390988392,297.053848119704,18.6985235978676,17.2419,0.0065,1824562653508866176,17.8648,18.0003,16.7686,-2.4688,-4.20113,0.234141,nan,nan,nan,3463.21,,nan,SPLIT,,35.433983700514666
1845606426,297.048918519777,18.6904800393544,20.3844,0.6,1824561176041042048,20.8144,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,35.58533154585314
1845609661,297.054031537401,18.6981823362524,17.6559,0.6,1824562653549962240,18.0859,nan,nan,-2.35766,-4.83496,0.464595,nan,nan,nan,2181.32,,nan,,390988392,36.09048382547166
1845609605,297.053930282751,18.7007933853108,18.3666,0.0103,1824562649230021248,19.0086,19.4103,18.1346,-2.87633,-6.42294,-0.176443,nan,nan,nan,4372.79,,nan,,,36.28504719134594
1845606820,297.035974637758,18.6917535087856,19.0221,0.0219,1824561347838862848,19.6243,19.8976,18.7127,-3.96113,-5.54692,0.555597,nan,nan,nan,2375.1,,nan,,,36.31571505101736
1845606434,297.053214780633,18.6947810795003,20.813,0.6,1824561176041406976,21.243,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,,,36.390069849485
1845606872,297.03287999407,18.7005929782543,18.2792,0.0113,1824561377919408640,18.9493,19.4218,18.0805,-2.71297,-5.89863,0.0770317,nan,nan,nan,3692.72,,nan,,,36.63404975704173
1845606350,297.03834831889,18.6899703052762,20.0146,0.0627,1824561141681330944,20.7952,21.0489,19.4345,-1.09433,-6.14658,1.47413,nan,nan,nan,2641.38,,nan,,,36.63901620320967
390988472,297.044418591289,18.6887394868792,16.7682,0.0475,1824561176081216000,17.4857,18.0828,16.6909,-1.9388,-4.36171,0.0766361,5528.0,2.44046,0.97,5050.84,,nan,,,36.76901281372086
1845606876,297.036033166297,18.7063203538069,18.4677,0.0174,1824561377919449856,19.1313,19.523,18.197,-3.93815,-5.03645,0.581214,nan,nan,nan,2068.62,,nan,,,36.81059986494679
1845606792,297.033550864054,18.6948105946962,18.33,0.011,1824561343559675520,18.9805,19.3767,18.0814,-2.17949,-2.05829,-0.0259023,nan,nan,nan,4083.38,,nan,,,36.928279782353435
1845609649,297.052719893873,18.7042596343712,19.8251,0.0126,1824562653509788416,20.6123,20.7097,19.0783,-0.0163477,-6.28617,2.56171,nan,nan,nan,2131.72,,nan,,,36.93121928730678
1845606865,297.034102654511,18.6937287594958,18.6601,0.011,1824561347879923968,19.3247,19.5878,18.2595,-1.27667,-6.05525,0.0828348,nan,nan,nan,3499.74,,nan,,,37.01500766653081
390988304,297.042770774089,18.7091831024023,15.1023,0.0191,1824562859708413696,15.9975,16.8457,15.0803,-2.01456,-2.05237,0.0254588,4851.0,11.5263,nan,7952.37,,nan,,,37.04689722222429
